entrez	symbol	CMPO
23310	NCAPD3	CMPO:0000329
23316	CUX2	CMPO:0000318
23321	TRIM2	CMPO:0000182
23321	TRIM2	CMPO:0000318
23327	NEDD4L	CMPO:0000213
23327	NEDD4L	CMPO:0000318
23327	NEDD4L	CMPO:0000202
23332	CLASP1	CMPO:0000030
23332	CLASP1	CMPO:0000326
23332	CLASP1	CMPO:0000213
23332	CLASP1	CMPO:0000157
2334	AFF2	CMPO:0000346
2335	FN1	CMPO:0000318
23363	OBSL1	CMPO:0000030
23370	ARHGEF18	CMPO:0000362
23373	CRTC1	CMPO:0000318
23378	RRP8	CMPO:0000182
23390	ZDHHC17	CMPO:0000030
23396	PIP5K1C	CMPO:0000345
23398	PPWD1	CMPO:0000318
23398	PPWD1	CMPO:0000345
23398	PPWD1	CMPO:0000213
23399	CTDNEP1	CMPO:0000318
23405	DICER1	CMPO:0000319
23405	DICER1	CMPO:0000318
23410	SIRT3	CMPO:0000348
23410	SIRT3	CMPO:0000246
23410	SIRT3	CMPO:0000030
23410	SIRT3	CMPO:0000307
23411	SIRT1	CMPO:0000105
23418	CRB1	CMPO:0000030
2342	FNTB	CMPO:0000071
2342	FNTB	CMPO:0000077
2342	FNTB	CMPO:0000345
23424	TDRD7	CMPO:0000140
23443	SLC35A3	CMPO:0000345
23443	SLC35A3	CMPO:0000182
23450	SF3B3	CMPO:0000182
23450	SF3B3	CMPO:0000246
23451	SF3B1	CMPO:0000318
23451	SF3B1	CMPO:0000213
23451	SF3B1	CMPO:0000182
23451	SF3B1	CMPO:0000307
23451	SF3B1	CMPO:0000140
23451	SF3B1	CMPO:0000156
23451	SF3B1	CMPO:0000030
23451	SF3B1	CMPO:0000348
23451	SF3B1	CMPO:0000157
23451	SF3B1	CMPO:0000202
23456	ABCB10	CMPO:0000318
2346	FOLH1	CMPO:0000345
2346	FOLH1	CMPO:0000030
23464	GCAT	CMPO:0000318
23468	CBX5	CMPO:0000156
23468	CBX5	CMPO:0000182
23468	CBX5	CMPO:0000348
23468	CBX5	CMPO:0000307
23468	CBX5	CMPO:0000326
23468	CBX5	CMPO:0000329
23468	CBX5	CMPO:0000157
23471	TRAM1	CMPO:0000318
23476	BRD4	CMPO:0000237
23476	BRD4	CMPO:0000319
23476	BRD4	CMPO:0000236
23479	ISCU	CMPO:0000182
23480	SEC61G	CMPO:0000182
23492	CBX7	CMPO:0000182
23492	CBX7	CMPO:0000213
23492	CBX7	CMPO:0000030
23492	CBX7	CMPO:0000326
23492	CBX7	CMPO:0000157
23495	TNFRSF13B	CMPO:0000362
23498	HAAO	CMPO:0000077
23499	MACF1	CMPO:0000182
23499	MACF1	CMPO:0000213
2350	FOLR2	CMPO:0000030
23503	ZFYVE26	CMPO:0000318
23509	POFUT1	CMPO:0000345
23509	POFUT1	CMPO:0000182
23509	POFUT1	CMPO:0000118
23511	NUP188	CMPO:0000318
23511	NUP188	CMPO:0000319
23511	NUP188	CMPO:0000362
23512	SUZ12	CMPO:0000318
23515	MORC3	CMPO:0000318
23517	SKIV2L2	CMPO:0000319
23517	SKIV2L2	CMPO:0000213
23522	KAT6B	CMPO:0000030
23523	CABIN1	CMPO:0000345
23523	CABIN1	CMPO:0000318
23524	SRRM2	CMPO:0000182
23530	NNT	CMPO:0000340
23532	PRAME	CMPO:0000246
23536	ADAT1	CMPO:0000157
23536	ADAT1	CMPO:0000202
23538	OR52A1	CMPO:0000182
23539	SLC16A8	CMPO:0000182
2354	FOSB	CMPO:0000105
23545	ATP6V0A2	CMPO:0000236
2355	FOSL2	CMPO:0000128
2355	FOSL2	CMPO:0000213
23551	RASD2	CMPO:0000182
23557	SNAPIN	CMPO:0000318
23558	WBP2	CMPO:0000319
23558	WBP2	CMPO:0000318
23560	GTPBP4	CMPO:0000318
23562	CLDN14	CMPO:0000318
23564	DDAH2	CMPO:0000319
23564	DDAH2	CMPO:0000182
23566	LPAR3	CMPO:0000182
23576	DDAH1	CMPO:0000182
23580	CDC42EP4	CMPO:0000241
23581	CASP14	CMPO:0000318
2359	FPR3	CMPO:0000345
2359	FPR3	CMPO:0000319
23590	PDSS1	CMPO:0000318
23592	LEMD3	CMPO:0000140
23596	OPN3	CMPO:0000182
23601	CLEC5A	CMPO:0000140
23601	CLEC5A	CMPO:0000318
23612	PHLDA3	CMPO:0000030
23620	NTSR2	CMPO:0000182
23621	BACE1	CMPO:0000030
23621	BACE1	CMPO:0000182
23621	BACE1	CMPO:0000345
23621	BACE1	CMPO:0000202
23621	BACE1	CMPO:0000318
23621	BACE1	CMPO:0000241
23621	BACE1	CMPO:0000348
23636	NUP62	CMPO:0000182
23636	NUP62	CMPO:0000052
23636	NUP62	CMPO:0000305
23643	LY96	CMPO:0000077
23644	EDC4	CMPO:0000213
23644	EDC4	CMPO:0000326
23644	EDC4	CMPO:0000157
23644	EDC4	CMPO:0000030
23647	ARFIP2	CMPO:0000318
23649	POLA2	CMPO:0000182
23650	TRIM29	CMPO:0000319
23650	TRIM29	CMPO:0000318
23657	SLC7A11	CMPO:0000345
23658	NA	CMPO:0000318
23658	NA	CMPO:0000182
23659	PLA2G15	CMPO:0000318
23659	PLA2G15	CMPO:0000319
23705	CADM1	CMPO:0000052
23705	CADM1	CMPO:0000305
23759	PPIL2	CMPO:0000182
23760	PITPNB	CMPO:0000326
23760	PITPNB	CMPO:0000202
23760	PITPNB	CMPO:0000157
23760	PITPNB	CMPO:0000348
23767	FLRT3	CMPO:0000236
23768	FLRT2	CMPO:0000346
23774	BRD1	CMPO:0000319
23786	BCL2L13	CMPO:0000307
23786	BCL2L13	CMPO:0000348
23787	MTCH1	CMPO:0000345
238	ALK	CMPO:0000319
239	ALOX12	CMPO:0000318
2395	FXN	CMPO:0000241
24137	KIF4A	CMPO:0000157
24137	KIF4A	CMPO:0000213
24137	KIF4A	CMPO:0000326
24144	TFIP11	CMPO:0000182
24144	TFIP11	CMPO:0000213
24148	PRPF6	CMPO:0000156
24148	PRPF6	CMPO:0000348
24148	PRPF6	CMPO:0000307
24148	PRPF6	CMPO:0000154
24148	PRPF6	CMPO:0000202
24148	PRPF6	CMPO:0000157
24148	PRPF6	CMPO:0000071
24148	PRPF6	CMPO:0000182
24148	PRPF6	CMPO:0000340
245711	SPDYA	CMPO:0000318
245711	SPDYA	CMPO:0000319
246	ALOX15	CMPO:0000318
246213	SLC17A8	CMPO:0000140
247	ALOX15B	CMPO:0000157
2475	MTOR	CMPO:0000236
2475	MTOR	CMPO:0000237
249	ALPL	CMPO:0000157
2491	CENPI	CMPO:0000071
2491	CENPI	CMPO:0000182
2491	CENPI	CMPO:0000319
2491	CENPI	CMPO:0000340
2491	CENPI	CMPO:0000154
25	ABL1	CMPO:0000318
251	ALPPL2	CMPO:0000318
2512	FTL	CMPO:0000157
2512	FTL	CMPO:0000326
2512	FTL	CMPO:0000345
2512	FTL	CMPO:0000236
2512	FTL	CMPO:0000213
2515	ADAM2	CMPO:0000318
2516	NR5A1	CMPO:0000318
2516	NR5A1	CMPO:0000213
2516	NR5A1	CMPO:0000156
2516	NR5A1	CMPO:0000326
2516	NR5A1	CMPO:0000157
2524	FUT2	CMPO:0000361
2528	FUT6	CMPO:0000030
2528	FUT6	CMPO:0000318
2529	FUT7	CMPO:0000319
2531	KDSR	CMPO:0000346
253461	ZBTB38	CMPO:0000241
2535	FZD2	CMPO:0000318
253714	MMS22L	CMPO:0000318
253714	MMS22L	CMPO:0000319
253782	CERS6	CMPO:0000083
253782	CERS6	CMPO:0000105
2538	G6PC	CMPO:0000030
253980	KCTD13	CMPO:0000140
253980	KCTD13	CMPO:0000157
2548	GAA	CMPO:0000213
255043	TMEM86B	CMPO:0000246
2553	GABPB1	CMPO:0000182
255324	EPGN	CMPO:0000236
255324	EPGN	CMPO:0000237
2554	GABRA1	CMPO:0000318
255488	RNF144B	CMPO:0000182
2555	GABRA2	CMPO:0000345
2556	GABRA3	CMPO:0000154
2556	GABRA3	CMPO:0000340
2556	GABRA3	CMPO:0000318
2556	GABRA3	CMPO:0000071
255738	PCSK9	CMPO:0000345
2558	GABRA5	CMPO:0000319
2559	GABRA6	CMPO:0000319
2559	GABRA6	CMPO:0000157
2560	GABRB1	CMPO:0000182
256076	COL6A5	CMPO:0000318
2561	NA	CMPO:0000182
2561	NA	CMPO:0000346
2562	GABRB3	CMPO:0000345
2563	GABRD	CMPO:0000348
2566	NA	CMPO:0000318
2567	GABRG3	CMPO:0000182
2569	GABRR1	CMPO:0000182
2569	GABRR1	CMPO:0000213
2569	GABRR1	CMPO:0000157
2569	GABRR1	CMPO:0000319
2569	GABRR1	CMPO:0000326
2569	GABRR1	CMPO:0000348
2571	GAD1	CMPO:0000348
2571	GAD1	CMPO:0000157
257106	ARHGAP30	CMPO:0000202
257106	ARHGAP30	CMPO:0000345
257106	ARHGAP30	CMPO:0000348
257106	ARHGAP30	CMPO:0000307
257106	ARHGAP30	CMPO:0000030
257106	ARHGAP30	CMPO:0000326
257106	ARHGAP30	CMPO:0000157
25777	SUN2	CMPO:0000182
25780	RASGRP3	CMPO:0000213
25794	FSCN2	CMPO:0000030
25794	FSCN2	CMPO:0000319
25800	SLC39A6	CMPO:0000319
25802	LMOD1	CMPO:0000182
25802	LMOD1	CMPO:0000318
25804	LSM4	CMPO:0000182
25804	LSM4	CMPO:0000140
25804	LSM4	CMPO:0000030
25809	TTLL1	CMPO:0000319
25809	TTLL1	CMPO:0000318
25809	TTLL1	CMPO:0000182
25820	ARIH1	CMPO:0000319
25820	ARIH1	CMPO:0000345
25833	POU2F3	CMPO:0000318
25834	MGAT4C	CMPO:0000241
25836	NIPBL	CMPO:0000319
25842	ASF1A	CMPO:0000319
25847	ANAPC13	CMPO:0000202
25847	ANAPC13	CMPO:0000307
25853	DCAF12	CMPO:0000319
25853	DCAF12	CMPO:0000318
25888	ZNF473	CMPO:0000318
25888	ZNF473	CMPO:0000319
25896	INTS7	CMPO:0000182
25897	RNF19A	CMPO:0000236
259	AMBP	CMPO:0000319
259	AMBP	CMPO:0000182
259	AMBP	CMPO:0000318
25904	CNOT10	CMPO:0000182
25913	POT1	CMPO:0000246
25915	NDUFAF3	CMPO:0000182
25915	NDUFAF3	CMPO:0000118
25915	NDUFAF3	CMPO:0000318
25915	NDUFAF3	CMPO:0000319
259173	ALS2CL	CMPO:0000318
259173	ALS2CL	CMPO:0000319
259197	NCR3	CMPO:0000340
259197	NCR3	CMPO:0000154
259197	NCR3	CMPO:0000071
2593	GAMT	CMPO:0000318
25932	CLIC4	CMPO:0000140
25932	CLIC4	CMPO:0000318
25932	CLIC4	CMPO:0000319
25945	NECTIN3	CMPO:0000140
25949	SYF2	CMPO:0000182
25960	ADGRA2	CMPO:0000345
25960	ADGRA2	CMPO:0000030
25960	ADGRA2	CMPO:0000071
25975	EGFL6	CMPO:0000348
25975	EGFL6	CMPO:0000319
25975	EGFL6	CMPO:0000202
25975	EGFL6	CMPO:0000213
25975	EGFL6	CMPO:0000030
25975	EGFL6	CMPO:0000307
25975	EGFL6	CMPO:0000318
25978	CHMP2B	CMPO:0000030
25978	CHMP2B	CMPO:0000319
25988	HINFP	CMPO:0000030
25988	HINFP	CMPO:0000202
26001	RNF167	CMPO:0000140
26019	UPF2	CMPO:0000105
26027	ACOT11	CMPO:0000030
260425	MAGI3	CMPO:0000319
26053	AUTS2	CMPO:0000182
26056	RAB11FIP5	CMPO:0000182
26061	HACL1	CMPO:0000182
26065	LSM14A	CMPO:0000326
26065	LSM14A	CMPO:0000157
26065	LSM14A	CMPO:0000348
26065	LSM14A	CMPO:0000202
26065	LSM14A	CMPO:0000156
26065	LSM14A	CMPO:0000318
26065	LSM14A	CMPO:0000030
26065	LSM14A	CMPO:0000319
26121	PRPF31	CMPO:0000182
26121	PRPF31	CMPO:0000346
26153	KIF26A	CMPO:0000318
26153	KIF26A	CMPO:0000319
26154	ABCA12	CMPO:0000318
261726	TIPRL	CMPO:0000345
261726	TIPRL	CMPO:0000030
26173	INTS1	CMPO:0000128
26173	INTS1	CMPO:0000328
26173	INTS1	CMPO:0000329
26188	OR1C1	CMPO:0000346
2619	GAS1	CMPO:0000318
262	AMD1	CMPO:0000237
26205	GMEB2	CMPO:0000030
26205	GMEB2	CMPO:0000345
2622	GAS8	CMPO:0000140
26228	STAP1	CMPO:0000182
26228	STAP1	CMPO:0000319
26228	STAP1	CMPO:0000318
26229	B3GAT3	CMPO:0000319
26232	FBXO2	CMPO:0000318
26234	FBXL5	CMPO:0000318
26239	LCE2B	CMPO:0000083
2625	GATA3	CMPO:0000318
26251	KCNG2	CMPO:0000345
26256	CABYR	CMPO:0000157
26256	CABYR	CMPO:0000030
26256	CABYR	CMPO:0000344
26256	CABYR	CMPO:0000202
26258	BLOC1S6	CMPO:0000318
26261	FBXO24	CMPO:0000182
26262	TSPAN17	CMPO:0000182
26266	SLC13A4	CMPO:0000182
26270	FBXO6	CMPO:0000318
26270	FBXO6	CMPO:0000140
26270	FBXO6	CMPO:0000182
26271	FBXO5	CMPO:0000140
26276	VPS33B	CMPO:0000129
26279	PLA2G2D	CMPO:0000246
26279	PLA2G2D	CMPO:0000140
26281	FGF20	CMPO:0000318
26284	ERAL1	CMPO:0000182
2633	GBP1	CMPO:0000182
26330	GAPDHS	CMPO:0000319
2637	GBX2	CMPO:0000140
2639	GCDH	CMPO:0000318
2642	GCGR	CMPO:0000182
2646	GCKR	CMPO:0000182
2649	NR6A1	CMPO:0000319
26493	OR8B8	CMPO:0000182
26496	OR10A3	CMPO:0000346
26496	OR10A3	CMPO:0000318
26499	PLEK2	CMPO:0000182
26512	INTS6	CMPO:0000077
26512	INTS6	CMPO:0000182
26517	TIMM13	CMPO:0000140
26517	TIMM13	CMPO:0000318
26520	TIMM9	CMPO:0000319
26520	TIMM9	CMPO:0000182
26520	TIMM9	CMPO:0000318
26521	TIMM8B	CMPO:0000182
26521	TIMM8B	CMPO:0000030
26523	AGO1	CMPO:0000157
26523	AGO1	CMPO:0000307
26523	AGO1	CMPO:0000348
26524	LATS2	CMPO:0000030
26524	LATS2	CMPO:0000237
26525	IL36RN	CMPO:0000319
26525	IL36RN	CMPO:0000318
26574	AATF	CMPO:0000346
26578	OSTF1	CMPO:0000246
2660	MSTN	CMPO:0000319
26609	VCX	CMPO:0000213
26609	VCX	CMPO:0000157
2661	GDF9	CMPO:0000318
2661	GDF9	CMPO:0000157
2661	GDF9	CMPO:0000213
26610	ELP4	CMPO:0000182
2664	GDI1	CMPO:0000318
2665	GDI2	CMPO:0000345
26659	OR7A5	CMPO:0000182
26664	OR7C1	CMPO:0000182
26664	OR7C1	CMPO:0000346
266675	BEST4	CMPO:0000318
26689	OR4D1	CMPO:0000345
26689	OR4D1	CMPO:0000318
26689	OR4D1	CMPO:0000157
26689	OR4D1	CMPO:0000213
26689	OR4D1	CMPO:0000326
26689	OR4D1	CMPO:0000216
26689	OR4D1	CMPO:0000348
2669	GEM	CMPO:0000157
2669	GEM	CMPO:0000213
2669	GEM	CMPO:0000182
2669	GEM	CMPO:0000326
2674	GFRA1	CMPO:0000319
2674	GFRA1	CMPO:0000345
26747	NUFIP1	CMPO:0000345
26750	RPS6KC1	CMPO:0000077
2677	GGCX	CMPO:0000318
268	AMH	CMPO:0000030
26872	STEAP1	CMPO:0000345
2688	GH1	CMPO:0000318
269	AMHR2	CMPO:0000345
269	AMHR2	CMPO:0000318
2690	GHR	CMPO:0000236
2691	GHRH	CMPO:0000318
2693	GHSR	CMPO:0000182
2697	GJA1	CMPO:0000246
26985	AP3M1	CMPO:0000241
26986	PABPC1	CMPO:0000030
26986	PABPC1	CMPO:0000345
26994	RNF11	CMPO:0000319
26994	RNF11	CMPO:0000318
27018	BEX3	CMPO:0000030
2702	GJA5	CMPO:0000348
2702	GJA5	CMPO:0000157
2702	GJA5	CMPO:0000318
2702	GJA5	CMPO:0000202
2702	GJA5	CMPO:0000213
27023	FOXB1	CMPO:0000318
27030	MLH3	CMPO:0000318
27032	ATP2C1	CMPO:0000083
27032	ATP2C1	CMPO:0000318
27032	ATP2C1	CMPO:0000105
27039	PKD2L2	CMPO:0000157
2705	GJB1	CMPO:0000246
2705	GJB1	CMPO:0000182
2705	GJB1	CMPO:0000157
2705	GJB1	CMPO:0000307
2705	GJB1	CMPO:0000348
2707	GJB3	CMPO:0000318
2707	GJB3	CMPO:0000157
2707	GJB3	CMPO:0000213
2707	GJB3	CMPO:0000326
27086	FOXP1	CMPO:0000129
27087	B3GAT1	CMPO:0000345
27089	UQCRQ	CMPO:0000319
27089	UQCRQ	CMPO:0000318
27092	CACNG4	CMPO:0000213
27092	CACNG4	CMPO:0000326
27092	CACNG4	CMPO:0000318
27092	CACNG4	CMPO:0000157
27094	KCNMB3	CMPO:0000348
27094	KCNMB3	CMPO:0000030
27094	KCNMB3	CMPO:0000345
27094	KCNMB3	CMPO:0000202
27094	KCNMB3	CMPO:0000182
27094	KCNMB3	CMPO:0000307
27107	ZBTB11	CMPO:0000318
27111	SDCBP2	CMPO:0000318
27122	DKK3	CMPO:0000319
27122	DKK3	CMPO:0000318
27122	DKK3	CMPO:0000182
27128	CYTH4	CMPO:0000030
27128	CYTH4	CMPO:0000318
27130	INVS	CMPO:0000105
27131	SNX5	CMPO:0000346
27159	CHIA	CMPO:0000182
27159	CHIA	CMPO:0000318
27175	TUBG2	CMPO:0000344
27175	TUBG2	CMPO:0000157
27175	TUBG2	CMPO:0000202
27175	TUBG2	CMPO:0000326
27175	TUBG2	CMPO:0000348
27175	TUBG2	CMPO:0000156
27180	SIGLEC9	CMPO:0000182
27181	SIGLEC8	CMPO:0000182
27183	VPS4A	CMPO:0000182
27185	DISC1	CMPO:0000030
27185	DISC1	CMPO:0000346
27189	IL17C	CMPO:0000326
27189	IL17C	CMPO:0000030
27189	IL17C	CMPO:0000157
27189	IL17C	CMPO:0000348
27189	IL17C	CMPO:0000156
27189	IL17C	CMPO:0000202
27189	IL17C	CMPO:0000318
2719	GPC3	CMPO:0000319
27190	IL17B	CMPO:0000318
27199	OXGR1	CMPO:0000157
27199	OXGR1	CMPO:0000030
27199	OXGR1	CMPO:0000202
272	AMPD3	CMPO:0000213
27236	ARFIP1	CMPO:0000319
27236	ARFIP1	CMPO:0000318
27240	SIT1	CMPO:0000182
27243	CHMP2A	CMPO:0000182
27246	RNF115	CMPO:0000182
27248	ERLEC1	CMPO:0000182
27250	PDCD4	CMPO:0000182
27255	CNTN6	CMPO:0000157
27258	LSM3	CMPO:0000140
27297	CRCP	CMPO:0000318
27302	BMP10	CMPO:0000318
27302	BMP10	CMPO:0000182
27306	HPGDS	CMPO:0000345
27306	HPGDS	CMPO:0000237
27306	HPGDS	CMPO:0000236
27332	ZNF638	CMPO:0000241
27338	UBE2S	CMPO:0000182
27339	PRPF19	CMPO:0000182
27339	PRPF19	CMPO:0000202
27339	PRPF19	CMPO:0000326
27339	PRPF19	CMPO:0000213
27339	PRPF19	CMPO:0000348
27339	PRPF19	CMPO:0000157
27339	PRPF19	CMPO:0000140
27339	PRPF19	CMPO:0000156
27339	PRPF19	CMPO:0000307
27343	POLL	CMPO:0000128
27343	POLL	CMPO:0000318
27345	KCNMB4	CMPO:0000105
27347	STK39	CMPO:0000213
27347	STK39	CMPO:0000326
27347	STK39	CMPO:0000246
27347	STK39	CMPO:0000157
27347	STK39	CMPO:0000182
27347	STK39	CMPO:0000348
27349	MCAT	CMPO:0000182
2735	GLI1	CMPO:0000345
2736	GLI2	CMPO:0000030
2738	GLI4	CMPO:0000182
2738	GLI4	CMPO:0000105
274	BIN1	CMPO:0000345
2740	GLP1R	CMPO:0000236
2740	GLP1R	CMPO:0000241
2741	GLRA1	CMPO:0000318
2741	GLRA1	CMPO:0000319
27429	HTRA2	CMPO:0000318
27429	HTRA2	CMPO:0000319
2743	GLRB	CMPO:0000319
2743	GLRB	CMPO:0000318
2745	GLRX	CMPO:0000182
2746	GLUD1	CMPO:0000030
2764	GMFB	CMPO:0000030
2764	GMFB	CMPO:0000319
2764	GMFB	CMPO:0000318
2764	GMFB	CMPO:0000345
2765	GML	CMPO:0000182
2767	GNA11	CMPO:0000202
2767	GNA11	CMPO:0000182
2767	GNA11	CMPO:0000345
2767	GNA11	CMPO:0000157
2768	GNA12	CMPO:0000154
2768	GNA12	CMPO:0000237
2768	GNA12	CMPO:0000236
2770	GNAI1	CMPO:0000182
2770	GNAI1	CMPO:0000052
2770	GNAI1	CMPO:0000305
2773	GNAI3	CMPO:0000319
2773	GNAI3	CMPO:0000236
2778	GNAS	CMPO:0000326
2778	GNAS	CMPO:0000157
2778	GNAS	CMPO:0000030
2778	GNAS	CMPO:0000202
2778	GNAS	CMPO:0000213
2783	GNB2	CMPO:0000319
2784	GNB3	CMPO:0000182
2786	GNG4	CMPO:0000236
2787	GNG5	CMPO:0000182
2788	GNG7	CMPO:0000182
2792	GNGT1	CMPO:0000319
2792	GNGT1	CMPO:0000318
2797	GNRH2	CMPO:0000030
2798	NA	CMPO:0000182
2805	GOT1	CMPO:0000077
2814	GP5	CMPO:0000318
2814	GP5	CMPO:0000319
2815	GP9	CMPO:0000071
2817	GPC1	CMPO:0000182
2820	GPD2	CMPO:0000318
28231	SLCO4A1	CMPO:0000348
28231	SLCO4A1	CMPO:0000326
28231	SLCO4A1	CMPO:0000307
28231	SLCO4A1	CMPO:0000157
28231	SLCO4A1	CMPO:0000213
28232	SLCO3A1	CMPO:0000318
2825	GPR1	CMPO:0000030
2825	GPR1	CMPO:0000307
2825	GPR1	CMPO:0000326
2825	GPR1	CMPO:0000140
2825	GPR1	CMPO:0000348
2825	GPR1	CMPO:0000345
2825	GPR1	CMPO:0000157
2827	GPR3	CMPO:0000030
2827	GPR3	CMPO:0000345
2827	GPR3	CMPO:0000128
2829	XCR1	CMPO:0000182
283	ANG	CMPO:0000318
2830	NA	CMPO:0000318
2831	NPBWR1	CMPO:0000182
2831	NPBWR1	CMPO:0000318
283149	BCL9L	CMPO:0000346
283149	BCL9L	CMPO:0000361
283150	FOXR1	CMPO:0000319
2833	NA	CMPO:0000182
283375	SLC39A5	CMPO:0000182
2834	PRLHR	CMPO:0000236
283417	DPY19L2	CMPO:0000318
283420	CLEC9A	CMPO:0000318
283489	CHAMP1	CMPO:0000318
283652	SLC24A5	CMPO:0000129
2837	UTS2R	CMPO:0000318
2837	UTS2R	CMPO:0000319
283989	TSEN54	CMPO:0000318
283989	TSEN54	CMPO:0000182
283989	TSEN54	CMPO:0000052
283989	TSEN54	CMPO:0000305
284	ANGPT1	CMPO:0000318
2840	NA	CMPO:0000345
284098	PIGW	CMPO:0000345
284111	SLC13A5	CMPO:0000241
284129	SLC26A11	CMPO:0000182
2842	GPR19	CMPO:0000157
2842	GPR19	CMPO:0000156
2842	GPR19	CMPO:0000213
2842	GPR19	CMPO:0000326
284217	LAMA1	CMPO:0000318
284252	KCTD1	CMPO:0000318
2844	GPR21	CMPO:0000182
284521	OR2L13	CMPO:0000213
284654	RSPO1	CMPO:0000129
284656	EPHA10	CMPO:0000345
2847	MCHR1	CMPO:0000319
2847	MCHR1	CMPO:0000318
2849	GPR26	CMPO:0000237
2849	GPR26	CMPO:0000236
285	ANGPT2	CMPO:0000318
28514	DLL1	CMPO:0000182
285193	DUSP28	CMPO:0000319
285195	SLC9A9	CMPO:0000318
285195	SLC9A9	CMPO:0000030
2852	GPER1	CMPO:0000030
285220	EPHA6	CMPO:0000318
285242	HTR3E	CMPO:0000319
285464	CRIPAK	CMPO:0000318
285521	COX18	CMPO:0000182
285643	KIF4B	CMPO:0000318
285753	CEP57L1	CMPO:0000077
2859	GPR35	CMPO:0000318
2859	GPR35	CMPO:0000319
286	ANK1	CMPO:0000319
2861	GPR37	CMPO:0000030
2861	GPR37	CMPO:0000345
2861	GPR37	CMPO:0000318
2861	GPR37	CMPO:0000319
2862	MLNR	CMPO:0000182
2862	MLNR	CMPO:0000157
286410	ATP11C	CMPO:0000202
286410	ATP11C	CMPO:0000030
2867	FFAR2	CMPO:0000319
2867	FFAR2	CMPO:0000030
2868	GRK4	CMPO:0000318
286887	KRT6C	CMPO:0000318
286887	KRT6C	CMPO:0000237
286887	KRT6C	CMPO:0000236
2869	GRK5	CMPO:0000319
2869	GRK5	CMPO:0000326
2869	GRK5	CMPO:0000236
2869	GRK5	CMPO:0000213
2869	GRK5	CMPO:0000237
2869	GRK5	CMPO:0000157
2873	GPS1	CMPO:0000077
2873	GPS1	CMPO:0000182
2873	GPS1	CMPO:0000071
2874	GPS2	CMPO:0000318
2875	GPT	CMPO:0000318
2875	GPT	CMPO:0000319
2878	GPX3	CMPO:0000030
2885	GRB2	CMPO:0000346
2886	GRB7	CMPO:0000319
2888	GRB14	CMPO:0000319
2889	RAPGEF1	CMPO:0000345
2889	RAPGEF1	CMPO:0000318
2891	GRIA2	CMPO:0000346
28956	LAMTOR2	CMPO:0000182
28957	MRPS28	CMPO:0000105
28964	GIT1	CMPO:0000319
28968	SLC6A16	CMPO:0000182
28973	MRPS18B	CMPO:0000241
2898	GRIK2	CMPO:0000030
2898	GRIK2	CMPO:0000318
2898	GRIK2	CMPO:0000319
28985	MCTS1	CMPO:0000318
28989	NTMT1	CMPO:0000326
28989	NTMT1	CMPO:0000202
28989	NTMT1	CMPO:0000348
28989	NTMT1	CMPO:0000345
28989	NTMT1	CMPO:0000157
2899	GRIK3	CMPO:0000213
28998	MRPL13	CMPO:0000318
28998	MRPL13	CMPO:0000346
28999	KLF15	CMPO:0000241
2901	GRIK5	CMPO:0000318
2901	GRIK5	CMPO:0000319
2902	GRIN1	CMPO:0000319
2904	GRIN2B	CMPO:0000319
2904	GRIN2B	CMPO:0000318
2905	GRIN2C	CMPO:0000319
2905	GRIN2C	CMPO:0000241
2905	GRIN2C	CMPO:0000318
29078	NDUFAF4	CMPO:0000030
29079	MED4	CMPO:0000318
29085	PHPT1	CMPO:0000345
29085	PHPT1	CMPO:0000157
29085	PHPT1	CMPO:0000213
29085	PHPT1	CMPO:0000326
29086	BABAM1	CMPO:0000318
29089	UBE2T	CMPO:0000318
29089	UBE2T	CMPO:0000319
2909	ARHGAP35	CMPO:0000319
291	SLC25A4	CMPO:0000318
291	SLC25A4	CMPO:0000319
29108	PYCARD	CMPO:0000318
2911	GRM1	CMPO:0000237
2911	GRM1	CMPO:0000182
29117	BRD7	CMPO:0000319
29117	BRD7	CMPO:0000318
29121	CLEC2D	CMPO:0000326
29121	CLEC2D	CMPO:0000157
29121	CLEC2D	CMPO:0000213
29127	RACGAP1	CMPO:0000307
29127	RACGAP1	CMPO:0000326
29127	RACGAP1	CMPO:0000213
29127	RACGAP1	CMPO:0000157
2915	GRM5	CMPO:0000345
2915	GRM5	CMPO:0000030
2919	CXCL1	CMPO:0000305
292	SLC25A5	CMPO:0000157
292	SLC25A5	CMPO:0000345
292	SLC25A5	CMPO:0000202
2921	CXCL3	CMPO:0000030
2925	GRPR	CMPO:0000345
2925	GRPR	CMPO:0000237
2926	GRSF1	CMPO:0000182
293	SLC25A6	CMPO:0000319
2932	GSK3B	CMPO:0000318
2935	GSPT1	CMPO:0000318
2936	GSR	CMPO:0000318
2937	GSS	CMPO:0000236
2937	GSS	CMPO:0000237
2938	GSTA1	CMPO:0000318
2938	GSTA1	CMPO:0000237
2939	GSTA2	CMPO:0000318
2939	GSTA2	CMPO:0000237
2940	GSTA3	CMPO:0000318
2941	GSTA4	CMPO:0000140
2946	GSTM2	CMPO:0000241
2947	GSTM3	CMPO:0000346
2948	GSTM4	CMPO:0000202
2948	GSTM4	CMPO:0000348
2949	GSTM5	CMPO:0000237
2949	GSTM5	CMPO:0000345
2949	GSTM5	CMPO:0000182
2949	GSTM5	CMPO:0000236
2950	GSTP1	CMPO:0000030
2950	GSTP1	CMPO:0000318
