entrez	symbol	CMPO
5081	PAX7	CMPO:0000071
5081	PAX7	CMPO:0000077
5081	PAX7	CMPO:0000030
5082	PDCL	CMPO:0000182
5083	PAX9	CMPO:0000345
50831	TAS2R3	CMPO:0000182
50832	TAS2R4	CMPO:0000182
50833	TAS2R16	CMPO:0000182
50834	TAS2R1	CMPO:0000182
50834	TAS2R1	CMPO:0000346
50835	TAS2R9	CMPO:0000237
50835	TAS2R9	CMPO:0000236
50835	TAS2R9	CMPO:0000030
50836	TAS2R8	CMPO:0000182
50848	F11R	CMPO:0000030
50848	F11R	CMPO:0000202
50852	TRAT1	CMPO:0000030
50855	PARD6A	CMPO:0000318
50856	CLEC4A	CMPO:0000140
5092	PCBD1	CMPO:0000241
5095	PCCA	CMPO:0000346
5095	PCCA	CMPO:0000345
5097	PCDH1	CMPO:0000362
51009	DERL2	CMPO:0000077
51009	DERL2	CMPO:0000318
51009	DERL2	CMPO:0000071
51010	EXOSC3	CMPO:0000182
51010	EXOSC3	CMPO:0000305
51013	EXOSC1	CMPO:0000346
51013	EXOSC1	CMPO:0000182
51022	GLRX2	CMPO:0000319
51024	FIS1	CMPO:0000182
51035	UBXN1	CMPO:0000319
51035	UBXN1	CMPO:0000118
51035	UBXN1	CMPO:0000318
5104	SERPINA5	CMPO:0000140
51042	ZNF593	CMPO:0000318
51046	ST8SIA3	CMPO:0000182
51053	GMNN	CMPO:0000213
51067	YARS2	CMPO:0000182
51071	DERA	CMPO:0000319
51076	CUTC	CMPO:0000318
51076	CUTC	CMPO:0000319
51082	POLR1D	CMPO:0000030
51083	GAL	CMPO:0000182
51085	MLXIPL	CMPO:0000319
51085	MLXIPL	CMPO:0000318
51094	ADIPOR1	CMPO:0000362
51094	ADIPOR1	CMPO:0000236
51095	TRNT1	CMPO:0000326
51095	TRNT1	CMPO:0000213
51095	TRNT1	CMPO:0000157
51099	ABHD5	CMPO:0000319
51099	ABHD5	CMPO:0000318
51102	MECR	CMPO:0000182
51107	APH1A	CMPO:0000319
51109	RDH11	CMPO:0000140
51129	ANGPTL4	CMPO:0000346
51144	HSD17B12	CMPO:0000182
51144	HSD17B12	CMPO:0000318
51147	ING4	CMPO:0000030
51148	CERCAM	CMPO:0000318
51156	SERPINA10	CMPO:0000182
51162	EGFL7	CMPO:0000157
51162	EGFL7	CMPO:0000213
51163	DBR1	CMPO:0000319
51163	DBR1	CMPO:0000318
51166	AADAT	CMPO:0000213
51166	AADAT	CMPO:0000318
51166	AADAT	CMPO:0000319
51176	LEF1	CMPO:0000030
51179	HAO2	CMPO:0000182
5118	PCOLCE	CMPO:0000318
5119	CHMP1A	CMPO:0000318
51193	ZNF639	CMPO:0000140
51203	NUSAP1	CMPO:0000326
51203	NUSAP1	CMPO:0000202
51203	NUSAP1	CMPO:0000348
51203	NUSAP1	CMPO:0000157
51203	NUSAP1	CMPO:0000213
51203	NUSAP1	CMPO:0000307
51207	NA	CMPO:0000318
51207	NA	CMPO:0000319
51208	CLDN18	CMPO:0000182
51209	RAB9B	CMPO:0000318
5125	PCSK5	CMPO:0000182
5125	PCSK5	CMPO:0000318
5125	PCSK5	CMPO:0000030
51251	NT5C3A	CMPO:0000319
51257	MARCH2	CMPO:0000030
51257	MARCH2	CMPO:0000348
51257	MARCH2	CMPO:0000307
51257	MARCH2	CMPO:0000202
5126	PCSK2	CMPO:0000318
5126	PCSK2	CMPO:0000182
51264	MRPL27	CMPO:0000182
51274	KLF3	CMPO:0000318
51284	TLR7	CMPO:0000319
51284	TLR7	CMPO:0000318
51294	PCDH12	CMPO:0000318
51297	BPIFA1	CMPO:0000318
51297	BPIFA1	CMPO:0000319
513	ATP5D	CMPO:0000182
51301	GCNT4	CMPO:0000319
51301	GCNT4	CMPO:0000236
51302	CYP39A1	CMPO:0000246
51303	FKBP11	CMPO:0000318
51305	KCNK9	CMPO:0000182
51310	SLC22A17	CMPO:0000345
51310	SLC22A17	CMPO:0000030
51318	MRPL35	CMPO:0000182
5132	PDC	CMPO:0000182
5132	PDC	CMPO:0000346
51324	SPG21	CMPO:0000318
51327	AHSP	CMPO:0000071
51327	AHSP	CMPO:0000154
51327	AHSP	CMPO:0000182
51327	AHSP	CMPO:0000340
5133	PDCD1	CMPO:0000318
51332	SPTBN5	CMPO:0000346
51340	CRNKL1	CMPO:0000154
51340	CRNKL1	CMPO:0000182
51340	CRNKL1	CMPO:0000340
51340	CRNKL1	CMPO:0000071
51341	ZBTB7A	CMPO:0000246
51350	KRT76	CMPO:0000030
51361	HOOK1	CMPO:0000157
51361	HOOK1	CMPO:0000213
51361	HOOK1	CMPO:0000326
51362	CDC40	CMPO:0000344
51362	CDC40	CMPO:0000348
51362	CDC40	CMPO:0000156
51362	CDC40	CMPO:0000182
51362	CDC40	CMPO:0000202
51362	CDC40	CMPO:0000157
51365	PLA1A	CMPO:0000318
51371	POMP	CMPO:0000318
51371	POMP	CMPO:0000182
51374	ATRAID	CMPO:0000182
51377	UCHL5	CMPO:0000157
51378	ANGPT4	CMPO:0000182
51379	CRLF3	CMPO:0000182
51382	ATP6V1D	CMPO:0000182
51382	ATP6V1D	CMPO:0000319
51382	ATP6V1D	CMPO:0000318
5139	PDE3A	CMPO:0000348
5139	PDE3A	CMPO:0000307
5139	PDE3A	CMPO:0000156
5139	PDE3A	CMPO:0000157
5139	PDE3A	CMPO:0000202
51399	TRAPPC4	CMPO:0000319
51400	PPME1	CMPO:0000318
51412	ACTL6B	CMPO:0000318
51412	ACTL6B	CMPO:0000319
51422	PRKAG2	CMPO:0000318
51428	DDX41	CMPO:0000157
51428	DDX41	CMPO:0000156
51428	DDX41	CMPO:0000318
51428	DDX41	CMPO:0000202
51428	DDX41	CMPO:0000182
51433	ANAPC5	CMPO:0000307
51433	ANAPC5	CMPO:0000202
51433	ANAPC5	CMPO:0000348
51435	SCARA3	CMPO:0000345
51442	VGLL1	CMPO:0000318
51442	VGLL1	CMPO:0000182
51450	PRRX2	CMPO:0000326
51450	PRRX2	CMPO:0000157
51454	GULP1	CMPO:0000345
51455	REV1	CMPO:0000319
51458	RHCG	CMPO:0000318
5148	PDE6G	CMPO:0000030
51495	HACD3	CMPO:0000318
51499	TRIAP1	CMPO:0000105
515	ATP5F1	CMPO:0000345
51503	CWC15	CMPO:0000182
51506	UFC1	CMPO:0000318
51506	UFC1	CMPO:0000319
51513	ETV7	CMPO:0000083
51514	DTL	CMPO:0000326
51514	DTL	CMPO:0000307
51514	DTL	CMPO:0000348
51514	DTL	CMPO:0000154
51514	DTL	CMPO:0000182
51514	DTL	CMPO:0000213
51514	DTL	CMPO:0000157
51523	CXXC5	CMPO:0000318
51528	JKAMP	CMPO:0000319
51529	ANAPC11	CMPO:0000157
51529	ANAPC11	CMPO:0000202
51529	ANAPC11	CMPO:0000182
51529	ANAPC11	CMPO:0000348
51529	ANAPC11	CMPO:0000307
51529	ANAPC11	CMPO:0000318
51529	ANAPC11	CMPO:0000326
5154	PDGFA	CMPO:0000318
5154	PDGFA	CMPO:0000319
51554	ACKR4	CMPO:0000318
51554	ACKR4	CMPO:0000030
51554	ACKR4	CMPO:0000319
51555	PEX5L	CMPO:0000182
51569	UFM1	CMPO:0000319
51585	PCF11	CMPO:0000202
51585	PCF11	CMPO:0000182
51585	PCF11	CMPO:0000307
51585	PCF11	CMPO:0000348
51592	TRIM33	CMPO:0000128
51593	SRRT	CMPO:0000318
51593	SRRT	CMPO:0000319
51593	SRRT	CMPO:0000182
516	ATP5G1	CMPO:0000236
516	ATP5G1	CMPO:0000362
516	ATP5G1	CMPO:0000345
5160	PDHA1	CMPO:0000182
51601	LIPT1	CMPO:0000182
51608	GET4	CMPO:0000182
51608	GET4	CMPO:0000318
51616	TAF9B	CMPO:0000318
5163	PDK1	CMPO:0000307
5163	PDK1	CMPO:0000157
5163	PDK1	CMPO:0000348
5163	PDK1	CMPO:0000202
51639	SF3B6	CMPO:0000030
51639	SF3B6	CMPO:0000340
51639	SF3B6	CMPO:0000071
51639	SF3B6	CMPO:0000154
51639	SF3B6	CMPO:0000182
5164	PDK2	CMPO:0000318
5166	PDK4	CMPO:0000241
5166	PDK4	CMPO:0000318
51665	ASB1	CMPO:0000318
51665	ASB1	CMPO:0000157
51673	TPPP3	CMPO:0000182
51676	ASB2	CMPO:0000030
51676	ASB2	CMPO:0000348
51676	ASB2	CMPO:0000307
51678	MPP6	CMPO:0000182
5168	ENPP2	CMPO:0000182
5169	ENPP3	CMPO:0000318
5169	ENPP3	CMPO:0000319
51690	LSM7	CMPO:0000182
51691	LSM8	CMPO:0000182
517	ATP5G2	CMPO:0000345
517	ATP5G2	CMPO:0000077
5170	PDPK1	CMPO:0000213
5170	PDPK1	CMPO:0000237
5170	PDPK1	CMPO:0000236
51701	NLK	CMPO:0000318
51703	ACSL5	CMPO:0000318
5172	SLC26A4	CMPO:0000318
51733	UPB1	CMPO:0000318
51741	WWOX	CMPO:0000182
51742	ARID4B	CMPO:0000318
51744	CD244	CMPO:0000241
51744	CD244	CMPO:0000157
51747	LUC7L3	CMPO:0000319
51747	LUC7L3	CMPO:0000318
51755	CDK12	CMPO:0000318
51762	RAB8B	CMPO:0000319
51762	RAB8B	CMPO:0000246
51764	GNG13	CMPO:0000319
51764	GNG13	CMPO:0000182
51765	STK26	CMPO:0000344
51765	STK26	CMPO:0000202
51765	STK26	CMPO:0000246
51765	STK26	CMPO:0000157
51765	STK26	CMPO:0000213
51765	STK26	CMPO:0000346
51776	NA	CMPO:0000157
51776	NA	CMPO:0000348
51776	NA	CMPO:0000237
51776	NA	CMPO:0000307
51776	NA	CMPO:0000318
51776	NA	CMPO:0000236
51776	NA	CMPO:0000202
51776	NA	CMPO:0000326
5179	PENK	CMPO:0000182
51804	SIX4	CMPO:0000182
51805	COQ3	CMPO:0000318
51805	COQ3	CMPO:0000182
51806	CALML5	CMPO:0000182
51808	PHAX	CMPO:0000318
5184	PEPD	CMPO:0000182
5191	PEX7	CMPO:0000318
5191	PEX7	CMPO:0000140
5192	PEX10	CMPO:0000213
5192	PEX10	CMPO:0000157
5192	PEX10	CMPO:0000326
5193	PEX12	CMPO:0000030
5194	PEX13	CMPO:0000307
5194	PEX13	CMPO:0000348
5194	PEX13	CMPO:0000305
5194	PEX13	CMPO:0000052
5194	PEX13	CMPO:0000202
5194	PEX13	CMPO:0000157
5194	PEX13	CMPO:0000326
5194	PEX13	CMPO:0000213
5198	PFAS	CMPO:0000318
5208	PFKFB2	CMPO:0000318
5209	PFKFB3	CMPO:0000140
5210	PFKFB4	CMPO:0000319
5213	PFKM	CMPO:0000105
5216	PFN1	CMPO:0000030
522	ATP5J	CMPO:0000318
5228	PGF	CMPO:0000319
5229	PGGT1B	CMPO:0000345
5229	PGGT1B	CMPO:0000157
5229	PGGT1B	CMPO:0000346
5238	PGM3	CMPO:0000213
5238	PGM3	CMPO:0000182
5250	SLC25A3	CMPO:0000318
5251	PHEX	CMPO:0000318
5253	PHF2	CMPO:0000318
5253	PHF2	CMPO:0000319
5256	PHKA2	CMPO:0000346
526	ATP6V1B2	CMPO:0000319
526	ATP6V1B2	CMPO:0000318
526	ATP6V1B2	CMPO:0000346
5261	PHKG2	CMPO:0000318
5261	PHKG2	CMPO:0000319
5264	PHYH	CMPO:0000318
5267	SERPINA4	CMPO:0000182
5274	SERPINI1	CMPO:0000345
5275	SERPINB13	CMPO:0000182
5275	SERPINB13	CMPO:0000319
528	ATP6V1C1	CMPO:0000182
5281	PIGF	CMPO:0000318
5283	PIGH	CMPO:0000318
5283	PIGH	CMPO:0000319
5292	PIM1	CMPO:0000105
5294	PIK3CG	CMPO:0000213
5298	PI4KB	CMPO:0000348
5298	PI4KB	CMPO:0000307
5298	PI4KB	CMPO:0000030
5298	PI4KB	CMPO:0000345
5298	PI4KB	CMPO:0000157
5304	PIP	CMPO:0000030
5304	PIP	CMPO:0000326
5304	PIP	CMPO:0000157
5304	PIP	CMPO:0000213
5304	PIP	CMPO:0000318
5309	PITX3	CMPO:0000319
5309	PITX3	CMPO:0000318
5313	PKLR	CMPO:0000346
5313	PKLR	CMPO:0000318
5317	PKP1	CMPO:0000319
5317	PKP1	CMPO:0000318
5318	PKP2	CMPO:0000318
5318	PKP2	CMPO:0000182
5321	PLA2G4A	CMPO:0000318
5324	PLAG1	CMPO:0000182
5326	PLAGL2	CMPO:0000182
5329	PLAUR	CMPO:0000346
5330	PLCB2	CMPO:0000213
5330	PLCB2	CMPO:0000326
5330	PLCB2	CMPO:0000318
5330	PLCB2	CMPO:0000157
5330	PLCB2	CMPO:0000319
53405	CLIC5	CMPO:0000030
53407	STX18	CMPO:0000318
5341	PLEK	CMPO:0000077
5341	PLEK	CMPO:0000182
5341	PLEK	CMPO:0000071
5341	PLEK	CMPO:0000030
5345	SERPINF2	CMPO:0000319
5347	PLK1	CMPO:0000202
5347	PLK1	CMPO:0000071
5347	PLK1	CMPO:0000348
5347	PLK1	CMPO:0000340
5347	PLK1	CMPO:0000154
5347	PLK1	CMPO:0000182
5347	PLK1	CMPO:0000156
5347	PLK1	CMPO:0000030
5347	PLK1	CMPO:0000344
5348	FXYD1	CMPO:0000346
5351	PLOD1	CMPO:0000182
5352	PLOD2	CMPO:0000182
5352	PLOD2	CMPO:0000236
5352	PLOD2	CMPO:0000105
5356	PLRG1	CMPO:0000307
5356	PLRG1	CMPO:0000182
5356	PLRG1	CMPO:0000157
5356	PLRG1	CMPO:0000202
5356	PLRG1	CMPO:0000156
5356	PLRG1	CMPO:0000348
5356	PLRG1	CMPO:0000344
5362	PLXNA2	CMPO:0000318
53630	BCO1	CMPO:0000346
5364	PLXNB1	CMPO:0000071
5364	PLXNB1	CMPO:0000182
5364	PLXNB1	CMPO:0000077
5366	PMAIP1	CMPO:0000319
5366	PMAIP1	CMPO:0000318
5368	PNOC	CMPO:0000182
5371	PML	CMPO:0000319
5371	PML	CMPO:0000318
5371	PML	CMPO:0000326
5371	PML	CMPO:0000213
5371	PML	CMPO:0000157
5376	PMP22	CMPO:0000182
538	ATP7A	CMPO:0000340
538	ATP7A	CMPO:0000318
53827	FXYD5	CMPO:0000213
53827	FXYD5	CMPO:0000319
53831	NA	CMPO:0000246
53831	NA	CMPO:0000182
53836	NA	CMPO:0000318
53840	TRIM34	CMPO:0000182
53842	CLDN22	CMPO:0000319
53904	MYO3A	CMPO:0000105
53904	MYO3A	CMPO:0000318
53904	MYO3A	CMPO:0000346
5394	EXOSC10	CMPO:0000345
5394	EXOSC10	CMPO:0000030
53947	A4GALT	CMPO:0000345
53947	A4GALT	CMPO:0000237
5395	PMS2	CMPO:0000319
5395	PMS2	CMPO:0000318
54039	PCBP3	CMPO:0000182
5409	PNMT	CMPO:0000030
54097	FAM3B	CMPO:0000236
54107	POLE3	CMPO:0000140
54108	CHRAC1	CMPO:0000318
5414	SEPT4	CMPO:0000318
54148	MRPL39	CMPO:0000241
5420	PODXL	CMPO:0000182
54205	NA	CMPO:0000318
54209	TREM2	CMPO:0000318
54212	SNTG1	CMPO:0000182
54212	SNTG1	CMPO:0000318
5426	POLE	CMPO:0000318
5427	POLE2	CMPO:0000318
5427	POLE2	CMPO:0000346
5428	POLG	CMPO:0000326
5428	POLG	CMPO:0000213
5428	POLG	CMPO:0000307
5428	POLG	CMPO:0000157
5428	POLG	CMPO:0000348
5429	POLH	CMPO:0000318
5429	POLH	CMPO:0000319
5431	POLR2B	CMPO:0000237
5432	POLR2C	CMPO:0000345
54328	GPR173	CMPO:0000182
54329	NA	CMPO:0000182
54331	GNG2	CMPO:0000319
54331	GNG2	CMPO:0000182
5434	POLR2E	CMPO:0000318
5435	POLR2F	CMPO:0000182
5435	POLR2F	CMPO:0000346
5436	POLR2G	CMPO:0000362
5436	POLR2G	CMPO:0000077
54360	CYTL1	CMPO:0000318
54361	WNT4	CMPO:0000326
54361	WNT4	CMPO:0000157
54361	WNT4	CMPO:0000140
54361	WNT4	CMPO:0000202
5437	POLR2H	CMPO:0000182
5438	POLR2I	CMPO:0000182
5438	POLR2I	CMPO:0000318
54386	TERF2IP	CMPO:0000236
5439	POLR2J	CMPO:0000362
5439	POLR2J	CMPO:0000318
5440	POLR2K	CMPO:0000182
54407	SLC38A2	CMPO:0000140
5441	POLR2L	CMPO:0000246
5441	POLR2L	CMPO:0000346
5441	POLR2L	CMPO:0000345
54413	NLGN3	CMPO:0000345
5442	POLRMT	CMPO:0000030
54429	TAS2R5	CMPO:0000346
5443	POMC	CMPO:0000236
54431	DNAJC10	CMPO:0000182
54443	ANLN	CMPO:0000213
54443	ANLN	CMPO:0000202
54443	ANLN	CMPO:0000157
54443	ANLN	CMPO:0000156
54443	ANLN	CMPO:0000326
54443	ANLN	CMPO:0000348
54443	ANLN	CMPO:0000182
5445	PON2	CMPO:0000182
54457	TAF7L	CMPO:0000318
54457	TAF7L	CMPO:0000157
54457	TAF7L	CMPO:0000213
54457	TAF7L	CMPO:0000326
54457	TAF7L	CMPO:0000346
54457	TAF7L	CMPO:0000319
54457	TAF7L	CMPO:0000307
5446	PON3	CMPO:0000182
54463	FAM134B	CMPO:0000118
54472	TOLLIP	CMPO:0000118
54476	RNF216	CMPO:0000319
5449	POU1F1	CMPO:0000318
54498	SMOX	CMPO:0000318
54498	SMOX	CMPO:0000345
545	ATR	CMPO:0000241
54503	ZDHHC13	CMPO:0000319
54503	ZDHHC13	CMPO:0000318
54507	ADAMTSL4	CMPO:0000318
54509	RHOF	CMPO:0000030
54509	RHOF	CMPO:0000319
54512	EXOSC4	CMPO:0000071
54512	EXOSC4	CMPO:0000318
54514	DDX4	CMPO:0000346
54518	APBB1IP	CMPO:0000305
54518	APBB1IP	CMPO:0000071
54518	APBB1IP	CMPO:0000154
54518	APBB1IP	CMPO:0000346
54518	APBB1IP	CMPO:0000318
54518	APBB1IP	CMPO:0000319
54518	APBB1IP	CMPO:0000340
5452	POU2F2	CMPO:0000202
5452	POU2F2	CMPO:0000157
54538	ROBO4	CMPO:0000182
54542	RC3H2	CMPO:0000246
5455	POU3F3	CMPO:0000345
54567	DLL4	CMPO:0000083
54567	DLL4	CMPO:0000213
54567	DLL4	CMPO:0000326
54567	DLL4	CMPO:0000157
54575	UGT1A10	CMPO:0000346
54577	UGT1A7	CMPO:0000236
54583	EGLN1	CMPO:0000345
54583	EGLN1	CMPO:0000318
54583	EGLN1	CMPO:0000236
5459	POU4F3	CMPO:0000318
546	ATRX	CMPO:0000318
546	ATRX	CMPO:0000319
5460	POU5F1	CMPO:0000346
5460	POU5F1	CMPO:0000182
5460	POU5F1	CMPO:0000318
54600	UGT1A9	CMPO:0000345
5465	PPARA	CMPO:0000030
54657	UGT1A4	CMPO:0000318
54658	UGT1A1	CMPO:0000345
54658	UGT1A1	CMPO:0000182
5468	PPARG	CMPO:0000318
54708	MARCH5	CMPO:0000318
54708	MARCH5	CMPO:0000140
54716	SLC6A20	CMPO:0000318
5473	PPBP	CMPO:0000346
54737	MPHOSPH8	CMPO:0000318
54738	FEV	CMPO:0000182
54739	XAF1	CMPO:0000362
54741	LEPROT	CMPO:0000326
54741	LEPROT	CMPO:0000157
54741	LEPROT	CMPO:0000346
5475	PPEF1	CMPO:0000318
54751	FBLIM1	CMPO:0000182
54790	TET2	CMPO:0000182
54801	HAUS6	CMPO:0000182
54820	NDE1	CMPO:0000345
54820	NDE1	CMPO:0000182
54831	BEST2	CMPO:0000319
54831	BEST2	CMPO:0000318
54843	SYTL2	CMPO:0000182
54861	SNRK	CMPO:0000345
54869	EPS8L1	CMPO:0000318
54879	ST7L	CMPO:0000318
54880	BCOR	CMPO:0000319
54880	BCOR	CMPO:0000182
54884	RETSAT	CMPO:0000318
54884	RETSAT	CMPO:0000182
54888	NSUN2	CMPO:0000105
549	AUH	CMPO:0000318
54900	LAX1	CMPO:0000182
54902	TTC19	CMPO:0000346
54903	MKS1	CMPO:0000182
54905	CYP2W1	CMPO:0000182
54908	SPDL1	CMPO:0000182
54908	SPDL1	CMPO:0000345
54926	UBE2R2	CMPO:0000182
54927	CHCHD3	CMPO:0000319
54927	CHCHD3	CMPO:0000318
54929	TMEM161A	CMPO:0000318
54930	HAUS4	CMPO:0000326
54930	HAUS4	CMPO:0000157
54930	HAUS4	CMPO:0000307
54930	HAUS4	CMPO:0000182
54930	HAUS4	CMPO:0000348
54930	HAUS4	CMPO:0000202
54960	GEMIN8	CMPO:0000182
54962	TIPIN	CMPO:0000140
54962	TIPIN	CMPO:0000182
54977	SLC25A38	CMPO:0000318
5498	PPOX	CMPO:0000319
5498	PPOX	CMPO:0000345
5498	PPOX	CMPO:0000129
5499	PPP1CA	CMPO:0000346
5500	PPP1CB	CMPO:0000348
5500	PPP1CB	CMPO:0000326
5500	PPP1CB	CMPO:0000213
5500	PPP1CB	CMPO:0000345
5500	PPP1CB	CMPO:0000157
55004	LAMTOR1	CMPO:0000182
55008	HERC6	CMPO:0000129
55008	HERC6	CMPO:0000318
55008	HERC6	CMPO:0000319
55023	PHIP	CMPO:0000213
55031	USP47	CMPO:0000318
55036	CCDC40	CMPO:0000362
55054	ATG16L1	CMPO:0000182
55055	ZWILCH	CMPO:0000326
55055	ZWILCH	CMPO:0000157
55055	ZWILCH	CMPO:0000213
55062	WIPI1	CMPO:0000182
55066	PDPR	CMPO:0000182
55081	IFT57	CMPO:0000346
55094	GPATCH1	CMPO:0000182
55094	GPATCH1	CMPO:0000318
551	AVP	CMPO:0000318
55107	ANO1	CMPO:0000319
55107	ANO1	CMPO:0000318
55109	AGGF1	CMPO:0000241
55114	ARHGAP17	CMPO:0000213
55117	SLC6A15	CMPO:0000345
55117	SLC6A15	CMPO:0000030
55120	FANCL	CMPO:0000318
55128	TRIM68	CMPO:0000182
55135	WRAP53	CMPO:0000077
55135	WRAP53	CMPO:0000182
55142	HAUS2	CMPO:0000030
55142	HAUS2	CMPO:0000182
55143	CDCA8	CMPO:0000071
55143	CDCA8	CMPO:0000202
55143	CDCA8	CMPO:0000154
55143	CDCA8	CMPO:0000340
55143	CDCA8	CMPO:0000157
55143	CDCA8	CMPO:0000326
55143	CDCA8	CMPO:0000156
55143	CDCA8	CMPO:0000213
55143	CDCA8	CMPO:0000182
55143	CDCA8	CMPO:0000345
5515	PPP2CA	CMPO:0000157
5515	PPP2CA	CMPO:0000326
5515	PPP2CA	CMPO:0000213
55151	TMEM38B	CMPO:0000319
55154	MSTO1	CMPO:0000030
55154	MSTO1	CMPO:0000202
55159	RFWD3	CMPO:0000182
5516	PPP2CB	CMPO:0000319
5516	PPP2CB	CMPO:0000318
55161	TMEM33	CMPO:0000182
55163	PNPO	CMPO:0000182
55170	PRMT6	CMPO:0000213
55170	PRMT6	CMPO:0000326
55170	PRMT6	CMPO:0000157
55170	PRMT6	CMPO:0000182
55171	TBCCD1	CMPO:0000182
55172	NA	CMPO:0000182
55176	SEC61A2	CMPO:0000182
5518	PPP2R1A	CMPO:0000348
5518	PPP2R1A	CMPO:0000318
5518	PPP2R1A	CMPO:0000307
55186	SLC25A36	CMPO:0000182
55186	SLC25A36	CMPO:0000346
55188	RIC8B	CMPO:0000182
55198	APPL2	CMPO:0000318
5520	PPP2R2A	CMPO:0000157
5520	PPP2R2A	CMPO:0000182
5520	PPP2R2A	CMPO:0000213
5520	PPP2R2A	CMPO:0000326
5520	PPP2R2A	CMPO:0000319
5520	PPP2R2A	CMPO:0000318
55212	NA	CMPO:0000182
55215	FANCI	CMPO:0000213
55215	FANCI	CMPO:0000182
55217	TMLHE	CMPO:0000182
5523	PPP2R3A	CMPO:0000241
55233	MOB1A	CMPO:0000182
55240	STEAP3	CMPO:0000307
55240	STEAP3	CMPO:0000157
55240	STEAP3	CMPO:0000140
55240	STEAP3	CMPO:0000202
55240	STEAP3	CMPO:0000326
55240	STEAP3	CMPO:0000348
55244	SLC47A1	CMPO:0000318
5525	PPP2R5A	CMPO:0000318
55258	THNSL2	CMPO:0000030
55273	TMEM100	CMPO:0000105
5528	PPP2R5D	CMPO:0000140
55284	UBE2W	CMPO:0000318
55288	RHOT1	CMPO:0000319
553	AVPR1B	CMPO:0000182
55304	SPTLC3	CMPO:0000246
5531	PPP4C	CMPO:0000077
55312	RFK	CMPO:0000241
55317	AP5S1	CMPO:0000182
55330	BLOC1S4	CMPO:0000182
55331	ACER3	CMPO:0000182
55339	WDR33	CMPO:0000071
55339	WDR33	CMPO:0000182
55339	WDR33	CMPO:0000154
55339	WDR33	CMPO:0000340
5534	PPP3R1	CMPO:0000305
55352	COPRS	CMPO:0000182
55352	COPRS	CMPO:0000318
55355	HJURP	CMPO:0000182
5536	PPP5C	CMPO:0000326
5536	PPP5C	CMPO:0000157
55366	LGR4	CMPO:0000202
55366	LGR4	CMPO:0000030
55366	LGR4	CMPO:0000348
55366	LGR4	CMPO:0000326
55366	LGR4	CMPO:0000307
55366	LGR4	CMPO:0000157
5537	PPP6C	CMPO:0000318
55388	MCM10	CMPO:0000182
55388	MCM10	CMPO:0000319
55388	MCM10	CMPO:0000154
55388	MCM10	CMPO:0000318
55388	MCM10	CMPO:0000140
554	NA	CMPO:0000307
554	NA	CMPO:0000326
554	NA	CMPO:0000030
554	NA	CMPO:0000348
554	NA	CMPO:0000213
554	NA	CMPO:0000157
554	NA	CMPO:0000202
55422	ZNF331	CMPO:0000318
55422	ZNF331	CMPO:0000128
55432	YOD1	CMPO:0000318
55437	STRADB	CMPO:0000241
55500	ETNK1	CMPO:0000319
55501	CHST12	CMPO:0000318
55502	HES6	CMPO:0000246
55504	TNFRSF19	CMPO:0000318
55505	NOP10	CMPO:0000345
55509	BATF3	CMPO:0000182
5551	PRF1	CMPO:0000318
5552	SRGN	CMPO:0000319
55531	ELMOD1	CMPO:0000326
55531	ELMOD1	CMPO:0000157
55531	ELMOD1	CMPO:0000213
55531	ELMOD1	CMPO:0000182
55534	MAML3	CMPO:0000182
55534	MAML3	CMPO:0000105
55536	CDCA7L	CMPO:0000030
55540	IL17RB	CMPO:0000348
55540	IL17RB	CMPO:0000346
55544	RBM38	CMPO:0000182
55553	SOX6	CMPO:0000182
5557	PRIM1	CMPO:0000182
5558	PRIM2	CMPO:0000030
5558	PRIM2	CMPO:0000052
5558	PRIM2	CMPO:0000318
5558	PRIM2	CMPO:0000305
55586	MIOX	CMPO:0000182
55593	OTUD5	CMPO:0000182
55599	RNPC3	CMPO:0000182
55612	FERMT1	CMPO:0000182
55614	KIF16B	CMPO:0000326
55617	TASP1	CMPO:0000182
5562	PRKAA1	CMPO:0000318
55624	POMGNT1	CMPO:0000237
55627	SMPD4	CMPO:0000318
5563	PRKAA2	CMPO:0000030
5564	PRKAB1	CMPO:0000213
5564	PRKAB1	CMPO:0000326
5564	PRKAB1	CMPO:0000318
5564	PRKAB1	CMPO:0000157
5564	PRKAB1	CMPO:0000182
5564	PRKAB1	CMPO:0000077
5564	PRKAB1	CMPO:0000348
5564	PRKAB1	CMPO:0000307
5565	PRKAB2	CMPO:0000362
5565	PRKAB2	CMPO:0000319
55655	NLRP2	CMPO:0000362
55656	INTS8	CMPO:0000140
55666	NPLOC4	CMPO:0000318
5567	PRKACB	CMPO:0000348
5567	PRKACB	CMPO:0000030
5567	PRKACB	CMPO:0000157
5567	PRKACB	CMPO:0000326
5567	PRKACB	CMPO:0000202
5567	PRKACB	CMPO:0000156
55670	PEX26	CMPO:0000340
55670	PEX26	CMPO:0000182
5568	PRKACG	CMPO:0000237
5568	PRKACG	CMPO:0000236
55681	SCYL2	CMPO:0000241
55681	SCYL2	CMPO:0000361
55681	SCYL2	CMPO:0000318
55687	TRMU	CMPO:0000318
55687	TRMU	CMPO:0000213
55689	YEATS2	CMPO:0000345
55690	PACS1	CMPO:0000319
55696	RBM22	CMPO:0000182
55697	VAC14	CMPO:0000345
55707	NECAP2	CMPO:0000182
