Entrez Gene Interactor A,Entrez Gene Interactor B
6188,6203
5281,6830
4291,10403
6727,57062
29883,9125
1137,84720
10246,109
7337,6601
3284,10607
55422,6653
2512,55288
56898,79075
80204,11004
1490,4036
116444,1613
9576,4535
6635,56949
55844,26056
8200,51806
51082,10623
51082,10622
51082,10621
57109,6733
54205,57794
25853,7278
26232,2335
4070,92105
57109,2926
412,56262
1993,9716
1163,22858
7090,5837
1638,91584
8881,51361
10672,5910
6553,5910
3273,10516
6142,6730
51377,5709
51377,5702
51082,171568
51377,5704
51377,5707
2512,3954
253782,57794
5020,8453
8153,55031
8454,145264
6541,284098
51067,3192
51067,3190
8908,2992
25913,54386
10516,5442
55540,6786
56849,6924
55143,4625
1203,55055
554,10526
2840,6542
6901,10956
5939,128308
9277,7270
79019,387
8766,57111
2548,26229
84722,3275
5688,5685
5688,5687
8335,84159
6237,22944
11140,79658
6223,10181
225689,10693
8453,8533
973,6787
5879,23649
1143,55819
3030,8573
5685,7314
6733,24144
84321,10576
56674,1182
6194,389421
2719,8443
6760,8289
10266,7026
2765,2195
8747,3693
1621,23592
23212,60488
56898,10901
7132,7314
6147,7743
22906,64837
3192,128308
5939,10644
3823,3459
55746,57122
2840,9197
84142,4329
1785,152503
958,91949
6631,6628
891,112939
6631,6625
8452,2873
25932,53405
23133,23363
6142,79682
81890,23580
5531,10693
8567,1894
26747,274
23212,10667
8881,9700
8894,1965
9351,5420
1137,2743
84108,1459
6165,56254
104,6231
6165,56259
753,4087
238,2817
23210,11338
26232,2990
575,9367
23378,57062
8621,3326
1163,51053
6426,6431
94235,4318
9532,30827
54739,207
54739,208
8533,8452
9532,9943
8424,3710
64960,28957
5435,9442
91687,22858
9046,5166
6657,5062
8874,5058
9474,10576
9564,4739
5567,9495
2805,23581
4087,4093
81035,3912
56647,167153
1317,10629
2921,7186
55366,6721
5435,171568
3094,1025
104,6160
2531,55624
10376,84790
25804,9092
23774,23522
6426,6181
10494,6801
10380,10295
344018,10763
124912,51166
2792,2784
3802,9497
26232,6653
51593,4599
10542,28956
11130,10403
10126,7277
6637,6631
6637,6635
11132,6950
10362,23028
1616,6188
10629,8850
6204,9031
7138,5592
27258,9129
5705,29079
6286,6310
26232,1388
23092,79658
8995,7852
7570,4869
8399,5125
81565,9585
56915,54512
55437,10693
104,23378
7508,1070
11140,2241
4771,8500
3117,9215
56341,26065
9261,10797
1164,890
1164,891
1164,898
4987,9197
4853,4052
10516,79834
7266,4867
11060,10628
57461,60625
7252,51665
5441,7053
6427,5601
11130,57405
54209,23545
3113,6653
2249,6382
11104,10574
6143,64960
6869,4715
6869,4711
1716,2891
389421,10992
55172,1759
4005,9400
9532,1982
7434,29785
728,10844
51400,151987
55128,55544
104,168374
10902,8089
6733,27332
55004,8560
487,79594
5329,5125
6574,7357
122704,6203
55422,4038
389421,10523
26234,10987
6142,6161
2764,10498
127833,23210
2805,10654
1880,8892
27258,83892
8338,9425
4879,10667
728,6542
56341,3192
29915,22948
2738,64802
6139,84524
6165,5528
374291,4715
1716,3897
2805,51251
7203,5082
1716,9201
127833,1967
26232,6448
64432,6143
55117,10555
140690,10497
10380,4337
8875,4711
9343,25949
10144,7534
2512,755
27175,7283
2531,4709
6185,9451
10769,5062
1317,5789
2719,79594
64769,80314
8875,57106
54512,5394
1149,5317
6635,8175
6636,54960
2512,10594
4085,57697
104,6176
1143,80055
6348,23043
6497,6498
6602,29117
59285,6542
11113,30851
94235,6286
4887,10565
6648,23304
6733,6732
4085,22974
55505,6223
10687,4644
54960,6607
9022,54926
1088,55501
6366,29108
6376,29941
84643,11004
10266,4337
5020,7428
8260,613
11339,23024
6277,348180
81570,27236
1137,285521
487,58505
55502,7091
6857,8892
9351,10413
1155,7277
51433,8881
112609,10090
10516,9820
1993,22794
23378,64802
10687,29941
7290,23523
84062,1837
1490,2033
221895,7182
341567,122704
4092,8624
7203,79084
6128,8602
1312,8905
1312,8907
4337,22820
51422,5562
9342,54820
6464,79834
79661,1459
57147,7542
1173,57680
10687,9240
84643,1613
1025,905
79661,122704
83734,8237
1173,51454
55128,10657
2063,999
58491,2491
22919,23499
7534,5298
5939,28998
5581,54039
80204,112574
7434,10844
5439,6830
3575,2975
7386,10295
55172,816
55172,815
10687,4649
2244,55163
200081,9662
3508,2926
6143,6194
5939,51808
6637,9343
4318,80781
526,528
10542,58528
51264,51318
1785,57506
5435,5439
5435,5438
5435,5431
5435,5432
4070,11138
5435,5434
5435,5437
5435,5436
90,657
5441,145264
51433,996
51433,991
1235,6548
3065,9219
6431,6204
6431,6203
5686,8624
7329,5903
7329,5901
64388,5515
6433,10523
51593,6707
2302,5991
26747,1808
8567,10383
129401,3485
9450,821
10687,80153
5523,5515
958,6542
10380,4649
1317,3556
6348,4884
10653,9950
23087,5520
6795,4622
5170,5267
4070,23787
7534,9101
2840,9735
64854,57599
84289,8607
3995,5191
6143,23560
9211,222068
4987,60561
8417,6809
170572,90701
30815,3713
4987,11282
9277,1993
6139,6732
6139,6730
598,596
9351,6197
5567,55755
5191,22948
56898,23649
54205,216
1003,1499
1003,1496
7386,549
57109,3009
5441,51082
5455,5460
4188,2135
25949,57461
28956,8697
5281,112574
10569,6710
1738,23291
9982,6139
9532,25913
83540,79441
51593,1382
11107,22794
221895,6944
59285,9950
719,5862
991,701
1716,1996
23580,5414
8794,6573
8881,54880
6382,59345
341567,6193
25820,79736
351,168374
1756,115106
64768,9019
6428,10992
1317,55366
91949,3281
51514,1642
4987,51094
10285,10291
5653,9425
3993,10210
22915,2153
515,3329
25834,9331
92304,7373
6143,6139
9045,7570
55031,9656
2217,3949
728,60561
26232,4012
4043,7804
1573,4709
5516,2235
1215,4040
5887,83892
9982,7570
6431,94104
389421,6730
6277,26512
7852,79594
5716,11047
5631,1998
26232,5125
4185,92105
10403,92140
8794,55244
104,7270
8607,80314
5213,9152
6188,26574
890,2033
10687,9793
8908,6258
23786,6647
11146,8451
11146,8453
9450,83752
1993,56949
7409,145264
10687,3796
23210,79576
9711,51361
64805,515
5817,253714
2805,1992
7134,4644
2840,60561
51046,5568
10516,23363
84844,55954
26232,10507
54212,1756
4085,991
4085,996
27175,85378
8061,8089
1616,4796
6901,51148
5634,10592
5932,23071
2255,3698
23636,56254
56172,26330
6165,5868
2531,80727
7097,23032
1902,8834
3308,4144
8881,4649
8607,11128
3084,493856
4171,4796
9351,5062
26232,23659
79717,4057
10188,11140
6348,6191
9982,79682
1235,3709
6286,2071
6635,10594
145264,375056
5283,64170
22938,6634
26232,375056
10516,7554
1317,79834
94235,6947
8874,9459
6635,10262
57152,51162
958,9368
8335,8338
9532,55114
1646,1645
7852,56895
9532,9700
26994,6646
29079,1062
1910,4012
753,23327
3995,9415
5727,11269
22818,372
6188,10667
79661,57062
25945,26232
55031,5885
26270,23509
5634,11128
6277,1841
1543,4329
23310,26330
8747,5362
5876,10652
2642,84876
10126,10383
81565,27339
1993,9582
9351,8874
1493,1902
2249,3698
3183,3191
8874,28964
6286,284252
7852,23066
341567,6139
5441,27297
2840,30849
26258,84062
3133,4249
958,545
5657,1992
1810,10847
2342,84376
6428,5930
55929,6944
10576,6950
476,56704
9053,22794
6869,515
6635,51340
79833,6607
6635,10523
7508,5886
8338,4171
2840,29988
7023,80169
51053,890
60488,6203
4808,6929
55366,23456
51053,9532
6637,27258
29985,4632
4621,4624
54751,867
3009,6217
1543,28985
7026,207
4621,4622
6428,54148
23212,6128
8667,8661
5634,5635
5634,5631
23464,56922
9241,23405
26994,8795
10246,6891
29079,9442
9152,253782
134526,9204
83540,374654
1616,23524
51593,57111
7852,7542
1033,7518
7434,7026
374907,57508
6157,2342
81858,56339
8417,8774
8417,8775
4035,8658
6628,10594
55825,79876
4116,22794
6013,1292
6013,1291
200933,10575
200933,10574
56938,54930
10200,5394
4781,4782
963,2531
1763,699
353345,219771
3117,9451
815,9053
2563,7991
2244,645
51762,94121
9343,51362
23087,8994
10246,27246
5939,22794
51593,5275
958,2475
5441,11128
134430,10607
8309,29966
5998,1384
8575,7570
57461,56949
6637,24148
9532,64837
57381,5062
26234,116138
2217,2263
9534,1591
25804,1207
26747,119
2738,6187
56652,3959
50856,2263
50856,2264
2840,10682
93,29941
554,56704
1153,10419
374907,253714
890,5588
387,57826
25820,83892
10516,10629
6217,10523
25820,7546
7534,23373
26747,3897
3009,1616
8099,9112
56923,10723
2257,29079
4352,23399
1235,5420
10285,10992
79885,10241
5713,5717
145226,57026
9070,23054
6100,54205
7090,4632
991,2033
1003,6721
7138,55755
1909,4170
6187,6218
6165,9656
515,253782
253461,7726
6157,2975
9177,6548
54148,51067
6376,54503
5516,55171
3488,55844
57109,64802
6348,9331
55504,56704
5133,9016
51805,10142
22863,30849
5329,10901
1993,171568
104,1107
8881,25904
2976,27332
6147,10992
6634,64852
114791,85378
2512,57662
2840,9950
2045,7277
2919,331
79084,22948
4660,5499
153090,9462
6223,6147
6223,6143
5525,10193
8338,4796
27122,8034
23212,6217
55170,11196
23212,6218
11157,27258
5691,8624
5691,5714
9532,2033
145226,29089
6428,10940
6428,10946
10266,2820
2844,2697
26232,143888
1088,51148
55008,9246
553,55366
1141,821
94235,3263
1317,6461
7023,23523
11331,331
51435,81035
56674,21
23636,29941
347733,6904
10975,157570
1163,891
1163,890
5356,56949
94235,11269
9532,27236
5351,811
26747,23321
1137,2697
11157,25804
55929,1070
10687,22994
23210,24144
9001,4077
8600,4535
8881,7227
104,27107
5705,6801
6204,10940
11146,8454
6541,253782
9053,6426
1144,90701
10193,1996
9295,6733
9295,6732
156,157
6286,6944
22938,6707
8908,7314
51593,1830
2512,65018
6348,3912
6348,3915
64699,493856
6217,1107
54205,58517
164684,125476
4731,4538
4731,4535
221662,5317
9775,10484
1003,3030
56940,3632
2664,22931
55135,4209
23291,114088
10140,23019
7168,7170
1176,80204
6428,55696
1977,1979
6320,5442
29078,4709
7551,29089
29079,9342
4987,2182
5939,55339
1137,55240
29993,11078
2919,7186
92105,119
753,23310
2036,23524
4070,8892
7434,7852
51593,5317
522,515
4005,9477
522,513
9087,29890
3823,23621
1716,1759
6563,23545
25904,85456
144348,26330
2512,9053
6324,7314
5564,6787
2642,26173
23378,6203
1634,22856
5351,5352
23495,8795
238,23592
6013,51148
1901,491
58491,7570
6286,10622
55504,4734
5901,5903
10542,10670
699,10403
4085,9425
64223,10576
51701,7227
8995,83862
23071,7837
94235,3698
815,5939
374291,55967
3598,222068
1088,3655
1173,81035
5133,6904
53831,253782
8631,29843
29121,83862
5714,5713
4085,6944
9586,3725
2664,4218
3065,6950
3995,56262
8794,55240
51805,10497
10494,9344
10617,10928
6428,122704
3359,21
84062,3798
5939,988
5876,79892
1137,222068
6636,8175
1317,9578
51690,4809
4085,29882
157570,119
10345,23456
10570,1400
1756,54930
93986,27086
2840,990
9367,2665
9367,2664
1536,9736
55031,56259
374291,29078
10266,5498
10653,1998
11335,6045
60491,54657
4204,5119
51762,2664
2840,5528
10762,6604
10762,6603
10762,6602
10762,6601
8516,23390
150684,8458
2065,3113
6160,6187
6636,6625
6636,6627
6636,6628
23636,8021
2840,55154
4987,9926
28973,3192
4259,26330
4711,29078
55172,6857
5715,208
6362,9322
9368,6197
55054,10576
9970,29079
9114,8451
7138,5886
1993,24144
55800,55240
84871,9700
23658,24148
1493,4756
10542,23557
6277,134957
8575,27107
23564,2805
8575,8348
3965,284217
10668,8703
4166,821
51176,55170
5634,23118
7852,9735
9204,1917
6013,6901
487,5192
79444,331
55505,6426
389421,57461
7280,10576
4085,10946
79084,10575
56915,5394
10687,5318
4887,10478
23087,10055
1432,4209
4731,7156
10045,5208
2556,2558
4907,55240
23179,22800
79753,57461
2902,26232
10900,51053
1432,9820
84321,10574
412,3714
64377,222068
5876,4853
6431,10210
6733,6830
7884,6431
29127,1111
3827,823
8335,6596
3661,10869
2036,79084
8516,23592
5861,1917
4055,8548
8774,7298
11211,26173
10736,5119
7690,2784
9184,699
6636,57461
5439,9441
79876,26330
6324,27246
3104,64324
11335,79003
23193,6950
2556,7991
11211,23064
2642,57506
1163,1164
25842,23523
10672,10910
3192,9972
8665,3646
221150,7278
9184,10694
9532,55614
8881,29882
7290,10675
6142,23378
5601,3009
57461,51340
2548,2131
112770,84790
10687,84148
79176,25820
5939,64975
6277,55656
7386,10449
2642,4512
56923,9990
5834,5837
8338,200558
64108,6390
5436,9400
7554,23411
823,3895
5179,996
1993,10644
1993,10642
51514,22948
51435,545
4734,23558
9477,29079
79019,219771
10856,80314
79661,51264
4668,2182
55844,5518
9982,8621
221895,55929
6733,9400
171568,27297
7409,491
11130,83540
389421,51362
9045,23560
28973,6428
2072,23523
9368,28964
2036,4299
487,1537
8575,79682
91807,23363
3091,4622
55422,374654
84790,10693
64170,1917
8667,3646
3805,11146
6208,7270
2235,56922
5727,80781
6139,27107
64105,7837
6601,8289
6139,23378
9445,7049
283375,2264
3834,11269
51593,928
140735,55755
6901,1138
56898,8379
7023,466
56674,1785
4352,493856
3113,8703
3113,8702
4035,10383
5139,80204
1141,493856
3965,6533
2342,831
2840,2222
9129,25804
7090,4621
3920,51765
5304,8301
6635,24148
6635,24144
3802,3811
5516,9989
3655,3688
4259,11146
30845,10979
10670,28956
10468,6653
6635,96764
26232,3480
1141,56913
5899,5832
3623,811
81858,25853
25820,3725
2036,6634
596,4524
4171,63967
56940,219771
112609,9527
6497,130507
27122,292
8794,8879
84376,51361
84962,55740
1459,6203
2925,93
51776,4212
3965,9497
389421,56949
55614,10498
605,29117
6165,645
8795,6574
54751,6461
10498,22934
6627,10262
10516,51162
4660,5500
25853,79892
1902,23592
10095,10109
57326,347734
23144,51067
6147,64802
5531,4281
3178,65005
5689,5688
5689,5686
5689,5685
5689,5684
7433,56895
6188,10181
25949,55094
341567,54148
5304,11116
4204,7290
3476,5515
55422,8287
51593,11343
10404,57106
5817,2820
3598,3716
4887,5163
4153,55687
719,4709
6801,27339
11157,64852
55171,5568
219931,221955
54600,54575
79065,7534
4005,10901
10920,2873
6634,79084
6147,8575
8335,10992
26747,1759
3359,55244
7126,83892
3117,7368
10569,6830
104,26574
84289,10902
10286,24144
56993,90701
116138,10570
3117,120071
4711,374291
11006,1191
5868,2665
10576,25853
27128,5629
8875,2535
4055,23144
3454,3815
5624,285220
221150,220134
6204,8531
112770,990
89941,7316
51318,6139
64223,10574
83540,10403
6165,10397
5133,10426
23636,222068
5516,5525
4085,4983
5516,5520
5516,5528
6760,51412
64963,389421
11340,5394
4660,4853
26232,7373
84871,27185
2244,5119
6013,55501
8549,4077
55422,64963
10053,8737
10576,9277
84871,10693
412,11194
10494,8428
7430,613
51053,81620
23636,64837
9045,8575
125476,10856
283375,57106
10568,286410
5645,5646
8575,57062
23636,27185
10998,10427
54431,10142
1993,55696
64960,6428
30815,5696
1235,81502
23212,6176
23590,54739
9100,151987
3183,1993
22906,54927
64699,7444
7088,7090
112609,3716
6602,51412
51024,22931
8987,57590
6809,10652
1514,1476
10380,55066
11319,4625
163183,7991
4043,6653
23636,10081
7852,79072
10736,7090
26262,8526
80279,222068
5516,8500
163183,2131
79444,1186
127833,4524
6601,51412
104,3183
10576,79084
9450,103
7434,60561
3805,60561
1044,23523
10494,64689
6286,11130
4853,6228
6348,7837
1490,1387
2738,10193
4085,8178
84861,2746
353174,55244
10131,1778
9368,904
6760,6603
6205,1917
6141,54902
719,23390
6727,79682
171568,3417
122704,28998
56341,7431
10450,5356
4853,3104
7128,55593
4070,23066
4070,23064
7508,8335
22974,477
4711,4715
4711,4716
22906,3798
9982,10940
5250,10901
7434,2475
4204,23378
283150,64769
487,27089
9204,23398
25820,9586
1317,5170
92715,10576
6139,57062
8575,3183
660,10425
84643,5439
8335,4171
8335,4175
269,11140
1145,90701
3598,54801
3621,51742
4853,7741
2244,387
7227,1107
54960,8487
8200,117177
1493,2261
27175,6950
9053,9240
1432,3219
554,6542
28973,5428
6223,10523
1163,8454
2925,5163
81552,4734
4318,2335
30815,3240
9532,220134
6671,7290
4259,6284
8399,1111
1317,8417
4185,5591
6348,4249
6348,4245
283150,10902
9100,10146
10013,10693
5727,3107
10246,286410
28998,128308
9277,10667
7138,10193
1235,491
4171,54962
9982,8575
30851,8874
2556,90701
4292,22909
6187,10523
11269,6464
55509,4885
11328,1288
598,572
25949,8896
28998,6139
2642,9248
2158,10979
23212,122704
9459,28964
22948,7203
1432,9252
575,7109
9711,7405
8881,22897
9532,55593
6635,57819
5939,8531
51690,5910
84871,22948
22948,10574
55355,7278
64919,3065
6141,23560
9573,4884
6187,55352
64432,64963
64432,64960
81552,51741
93,4696
64769,221895
64769,8607
6901,655
2840,221927
3575,55624
4035,292
4035,293
30815,4070
9562,7336
103910,53904
2664,2665
10675,79736
259197,3107
4887,23066
55509,25820
6147,6194
11157,23658
55757,5609
8995,144404
26232,3912
23286,9113
1902,4535
3568,720
9351,9924
712,5608
6142,7270
6194,57109
6185,201595
26270,143888
930,93185
2770,6002
55352,54039
6348,2321
5714,5709
253980,8452
64857,983
55509,7391
958,79833
51805,10013
55967,4704
11060,5431
64388,3949
84643,755
7170,54820
26232,2677
2065,1317
7852,11269
64689,57599
56922,64087
5997,51156
6627,9716
5631,55755
59285,80727
1616,389421
11104,22948
10574,10693
10345,57106
5696,5689
5696,5688
5696,5687
5696,5684
5696,5683
1141,3386
8575,6142
8575,6143
9573,811
1317,10767
5939,51318
27122,64689
8881,9738
23551,9497
10975,51755
6143,6204
27258,25804
6625,6733
6625,6732
79717,1755
1965,1968
5878,2664
170572,56262
7852,2475
27243,1666
5602,10693
2840,3709
113189,9950
3107,3133
116444,10668
9806,8034
10898,55339
10653,10844
1877,60488
2244,5062
1432,22974
154091,706
1716,6855
8875,285521
6733,23524
1409,11007
8682,4236
5634,10946
341567,128308
25777,5878
55171,23411
6428,6732
6428,6733
119,9475
79019,4893
145264,3912
7421,116138
9450,51035
1536,7779
6869,9950
6157,2976
5817,545
54751,81930
94235,2335
4987,6548
8200,54861
8607,55929
8631,8458
10268,8034
10762,3837
10762,3833
6300,91807
2840,24144
338567,51094
27094,2535
5634,5557
5434,5439
6217,6143
6634,6632
6634,6633
9532,9146
5705,220134
3655,5445
5047,8667
8794,204962
23492,84108
23133,890
6634,56949
26279,5564
5531,11043
10383,5792
23286,4644
55366,54884
23378,23560
25949,5356
3805,22845
1144,9451
6217,389421
64108,10193
11004,26065
963,199857
3117,23545
5347,11073
10687,9181
3456,3454
27339,22938
7534,64837
23476,7341
51162,130507
3575,8878
8468,8310
11157,26121
23286,4622
832,6840
59285,4512
104,2926
104,9045
4853,51162
719,57106
10266,9248
104,6426
6628,79084
387,29941
4085,23064
7266,9700
154091,3239
11060,83752
118813,9950
2840,5591
6376,3716
27122,55501
11232,5428
2244,5604
6635,10946
115106,348235
341567,26574
6431,8621
5607,4215
719,538
10159,528
79017,10498
26747,10059
3009,6147
3009,6141
1137,9019
5634,79834
238,9248
8487,6632
6188,6230
522,5194
5531,8500
55171,55031
60488,3192
6627,51340
6286,23557
8399,51162
1143,109
10736,2139
55004,55240
1973,3646
203068,6904
79736,1890
116444,116443
5261,5256
4318,51435
2805,5868
5690,51371
1789,4041
51593,4070
1789,4040
1137,90701
515,93974
2902,493856
9970,7314
54205,23411
1780,1781
4887,23532
1409,83540
513,10901
1176,515
2805,720
56940,23647
3117,3107
1845,11004
2840,54503
30815,1191
81552,64223
5704,5709
5704,5707
57826,9448
6625,60488
3284,7153
753,4734
54361,3107
10376,10693
1616,54737
10928,3833
3359,3107
8702,3698
6636,51691
56915,11340
4055,23370
4092,23327
9532,22974
353345,80727
5304,83478
5688,5694
53630,3983
51593,10397
6165,3954
112770,203068
8200,2167
8892,7314
55707,1173
6510,961
1235,2030
11118,11119
7134,53904
5329,7026
3575,2045
8417,9342
5356,57461
230,226
170572,2697
3689,10668
57007,513
6428,51264
55366,5442
1019,1029
2178,23011
695,11140
3454,2263
3965,2335
54888,56339
55004,28956
8881,83752
4720,10901
5713,5702
4035,10382
29785,55824
56896,1808
10687,79991
2787,5082
5568,10142
253782,2054
6348,5125
481,476
6631,6634
6631,6633
6631,6632
728,3709
27185,80351
26056,5518
29988,11124
6628,9716
1235,515
4085,5557
5356,9716
56849,6100
10673,23590
4853,7709
433,4512
104,7570
54107,54108
91074,117177
22938,51362
10673,29911
55143,1400
487,10367
8099,3065
4188,10318
55954,6634
3113,2218
6348,84894
5348,51382
4879,79133
351,55388
5441,5437
56606,347734
1781,9061
1716,5534
5581,11140
7780,6891
22948,25853
29079,9441
10246,54879
55970,5210
29966,8658
10956,4884
25809,8881
6286,8204
9532,1387
32,58526
6160,6203
6160,6204
6160,6206
29121,29988
10569,10763
8881,996
3965,9351
29079,10001
26610,10273
4116,7314
753,8887
6223,27107
10095,10093
10095,10097
10095,10096
10404,4247
9351,28964
6625,6607
6637,10992
10687,57787
5634,221150
2885,613
554,93183
10687,9738
259197,821
374291,5428
1409,23644
6637,64852
163183,23592
5939,84545
8682,79753
6760,5801
2805,928
3920,4329
5499,9972
389421,57062
6636,57819
10403,79682
23658,9129
8335,8348
27094,10668
29121,538
6165,9061
1409,1666
4853,8464
24148,6634
145226,10617
5351,10523
4853,6187
5351,1292
11124,7415
5351,1291
554,11194
5439,5437
347733,10576
1432,8569
54575,54577
5439,5432
26232,4885
1432,7867
8468,3550
9685,85439
5304,26276
116444,466
83597,22794
2885,63916
51318,54148
27243,23087
83597,1993
58495,55188
11146,51514
1902,2135
94134,23191
6194,7743
958,7186
6431,10181
3133,3655
27185,11154
11138,6272
4318,1303
5047,11269
200558,6596
7852,3716
4070,2475
51257,5792
10291,6165
5634,10767
2512,23144
7168,8517
30815,80279
958,9351
8607,6944
9342,53407
84962,348180
6139,6733
1493,8602
11211,9183
114088,8454
5876,51592
6426,3183
10266,93183
4987,515
1910,491
84321,6950
25820,3727
3117,487
10687,1894
10987,8533
2783,6950
26258,23557
30833,5910
55031,7443
26232,3953
7534,10413
55352,54930
30851,1496
5531,55844
6139,168374
5531,10574
5531,10575
6628,55352
1810,6871
9984,79228
5716,9861
10200,54512
10246,23399
9211,1719
5516,55844
79019,56259
26747,5604
2719,821
6139,6431
3183,10644
23071,10318
94134,9414
3104,64963
9368,9351
8424,54039
11078,79892
6833,10060
2512,8658
3123,10505
6188,2926
53407,9183
104,23560
9982,23560
11319,10594
4070,1687
3104,6161
6348,4052
22919,10142
6727,23378
283375,375056
4085,57680
104,6142
54205,55120
5525,10144
11282,6520
2840,10844
3763,9950
2307,55844
2885,79834
4853,342357
2512,5885
7421,112574
25949,6627
1877,6143
4987,491
84844,55599
5441,171568
10426,79594
3117,8879
6188,1107
921,10444
27128,9320
64769,55929
9152,9950
3920,27347
10673,1535
5351,220988
26578,2805
5256,8908
55757,6895
55081,53407
55081,84376
56898,4085
4085,9219
9532,54880
2036,7534
815,23011
6188,84524
9477,90390
116138,25820
5711,5704
5711,5707
5711,5709
4171,253714
9028,1741
5690,5691
6795,3619
5690,5694
29121,821
340719,23019
10472,7690
6142,134430
55366,113612
6050,54039
65010,4535
25847,26271
4055,6497
25820,3219
9663,23291
11211,491
6801,11235
1780,1778
5304,64151
2217,84168
26232,81035
28998,3192
151648,57599
4885,5595
29121,144404
2642,9735
10096,10109
4853,79364
2938,2941
4070,8487
6143,6188
6143,6187
3827,4291
64432,10910
51433,4751
1317,2475
5371,7278
9277,23378
3104,92906
1024,9968
8788,93
55746,79902
5737,80331
1459,51428
7852,6542
2512,11128
9532,988
2512,220134
2787,2770
1137,79087
5304,1861
2787,2773
5691,5685
2787,2778
10140,85456
56923,2030
2249,2719
3329,4720
5876,23396
64689,51741
9060,9061
7132,29966
3965,9019
90411,10112
150684,613
2642,56895
1317,657
5705,862
3113,8034
11130,79003
6637,56949
5690,5717
3805,23064
113802,55825
5092,55689
4085,51616
29089,2187
28973,64963
28973,64960
25949,51362
483,10668
51435,4291
10268,347734
5441,11060
23291,57461
7186,117177
79682,5347
6636,1207
6204,6193
140690,6830
3827,51433
2063,7026
8575,23378
1131,53407
54888,8825
84062,55330
80199,7314
7203,10574
7203,10575
64768,3709
9368,5420
6143,57109
25847,10393
55540,54884
7070,55240
53407,23256
1141,10159
463,439
3454,92
10404,8034
4694,4731
27339,56949
55844,9586
64432,28973
25842,29855
116138,56896
3009,1993
8995,1902
341567,6188
10266,5163
6185,84061
4055,7314
9532,221150
340719,5264
3598,292
3568,3292
10045,5994
3326,1025
9968,90390
4070,8633
3575,26205
6637,9129
51593,822
2840,55697
10494,29966
7398,57599
51593,301
6362,10954
85004,9828
112609,54503
113189,821
221662,5275
551,79133
1137,51251
1088,8703
6217,6188
5634,8476
4171,84296
1493,3597
5518,8500
1543,3954
151056,10693
92304,55240
6431,57109
93185,928
79736,3713
29078,4720
57461,22938
3959,10844
200558,7508
26232,1954
1877,64963
6286,3219
6799,10241
4291,54801
55800,5192
2738,26574
8639,2135
30815,383
2885,867
3953,192670
10687,2058
2257,9221
9507,331
6431,4297
3084,80055
8301,9685
7307,11338
2512,5253
2805,999
1137,204962
10200,10607
10928,374654
7434,253782
54431,10516
11157,55352
2787,59345
338567,56262
2512,23399
1164,51053
23378,6733
5939,9326
9450,4884
11066,55599
10574,5082
171568,11128
6635,51639
891,7465
4055,11130
9290,3239
2787,2783
283150,55929
6636,10594
3183,56652
23210,10898
1493,9019
93,343450
9474,55054
55954,348180
9982,57062
1969,22974
51099,4893
2642,515
6636,55599
2244,392
374291,23530
10494,10767
719,10478
8099,9219
2805,9022
6635,54960
554,11018
1880,2817
80020,4285
57147,22820
27122,9510
2817,9960
1175,10928
30815,6699
5705,9861
55036,6786
712,3676
5537,10576
8533,2873
10286,51340
29915,10575
29915,10574
29915,10576
6139,6203
55172,1808
54716,91869
9129,26121
719,7542
6426,6733
1317,83990
5879,3606
2844,144404
4070,1967
10383,6904
1164,81620
491,1861
6013,7373
2862,5591
11235,8428
57152,3953
154091,7026
5133,3716
3717,55872
6203,6193
5139,9344
25820,7126
79661,23378
6143,6161
5329,3239
5979,23592
94235,1511
5916,5914
5047,5627
50856,25945
9711,23503
8567,7277
4188,23390
8061,3725
84289,8089
154091,11194
4188,8774
55352,79084
2805,1830
9204,10935
699,991
5562,5564
7852,23310
6277,10362
3823,93183
56915,10767
341567,10992
84062,84231
238,1969
7280,203068
10902,10856
1141,2131
7852,29785
341567,27107
27094,6891
6636,9129
6636,9128
55954,11066
8649,996
5702,5704
5702,5709
6223,84524
26279,1291
6194,27107
6601,29117
90332,4285
9368,25896
5139,7546
9351,5058
23476,7036
6727,6730
5634,64837
1141,29979
9114,2182
9053,56652
3993,7319
389,5910
80199,51608
7321,10210
1616,546
374291,5163
728,491
9184,701
6901,5362
6431,9277
4055,7186
4055,7187
5686,5687
5686,5684
5686,5685
5686,5688
3065,10574
3065,10575
3065,10576
3104,60488
4987,4711
10687,9820
2209,51294
25949,51340
9514,821
10053,8905
1044,5930
6376,2324
8766,9467
10368,5347
140735,55109
64220,6548
5716,5713
554,26173
140735,23054
1024,90390
56898,331
9450,1291
5634,55755
56849,4751
5434,9400
3183,9716
10148,5580
7534,9493
463,84231
4204,6139
26985,10979
9507,23405
650,80204
9241,6217
5868,2664
26232,11143
29079,7518
8242,79728
5879,84231
79753,51362
1459,8479
3192,3837
3065,64426
6143,10992
10668,81035
26747,18
5939,122704
2512,10847
4907,9960
6139,60488
11167,3115
6628,10419
59285,347734
51514,10576
51514,10574
6277,5702
4085,10847
9129,6628
818,815
10013,4337
3965,3676
122704,51067
9087,9277
221895,10902
6628,94104
8484,4057
8417,6845
94235,4057
91807,808
1902,253782
79661,27107
1785,1759
10668,6721
3805,55244
28998,6143
2738,65005
119,118
4853,9510
9211,25777
6628,54960
27094,109
991,10576
991,10574
973,29988
3113,26001
6636,10946
5727,22856
1137,9488
8649,23557
