Entrez Gene Interactor A,Entrez Gene Interactor B
7428,8453
8453,7428
996,29945
996,51433
29904,983
29904,37
29904,9775
29904,983
983,29904
983,891
983,29904
1616,1616
891,3009
890,3009
898,3009
891,983
6901,9113
2475,64223
23411,9092
23411,6873
23411,1107
4869,11052
4869,29894
4869,10898
29894,4869
983,5371
9025,8338
165918,8338
2335,3688
2335,3676
2335,7334
2335,10419
2335,1104
2335,5687
2335,23165
2335,5879
2335,6625
2335,4809
2335,5878
2335,5690
2335,4175
2335,7417
2335,4733
2335,4282
2335,6222
2335,6723
2335,6223
2335,6139
2335,9183
2335,4704
2335,11160
2335,5432
2335,6520
2335,6118
2335,8624
2335,2319
2335,2746
2335,2222
2335,6050
2335,382
2335,3611
2335,22820
2335,23225
2335,9532
2335,1193
2335,5683
2335,1312
2335,6711
2335,27339
2335,7175
2335,6128
2335,6181
2335,23195
2335,10436
2335,53405
2335,4698
2335,5579
2335,6635
2335,7307
2335,6628
2335,1738
2335,55707
2335,5711
2335,10659
2335,6117
2335,3146
2335,10923
2335,6159
2335,3337
2335,6727
2335,79026
2335,6814
2335,5634
2335,7879
2335,9128
2335,3030
2335,3685
2335,6160
2335,6576
2335,11052
2335,28998
2335,47
2335,3852
2335,1968
2335,1212
2335,6829
2335,9793
2335,1207
2335,1265
2335,8774
2335,2665
2335,9446
2335,2773
2335,4513
2335,8665
2335,23019
2335,4686
2335,402
2335,6228
2335,6426
2335,23451
2335,10093
2335,6742
2335,1315
2335,4666
2335,526
2335,1645
2335,6231
2335,9632
2335,11335
2335,84617
2335,8766
2335,9669
2335,7430
2335,10713
2335,6494
2335,28957
2335,10946
2335,6634
2335,3615
2335,10096
2335,57175
2335,5691
2335,6428
2335,3065
2335,10131
2335,10130
2335,7170
2335,5515
2335,4171
2335,16
2335,226
2335,4632
2335,85439
2335,3875
2335,23499
2335,7414
2335,5518
2335,4627
2335,7514
2335,3028
2335,6147
2335,9040
2335,2950
2335,9343
2335,301
2335,1938
2335,5499
2335,3190
2335,1653
2335,10576
2335,7534
2335,10575
2335,10383
2335,220988
2335,6950
2335,10694
2335,3646
2335,7431
2335,6203
2335,3192
2335,23564
2335,10376
2335,3329
2335,5689
2335,10856
2335,5717
2335,6157
2335,5686
2335,4301
2335,6230
2335,5912
2335,1665
2335,10935
2335,4635
2335,3858
2335,23560
2335,11235
2335,6144
2335,3945
2335,79869
2335,8775
2335,51639
2335,6201
2335,302
2335,22919
2335,6218
2335,3688
2335,6624
2335,3009
2335,4191
2335,1173
2335,4869
2335,832
2335,6141
2335,9045
2335,1778
2335,6187
2335,6217
2335,5688
2335,5216
2335,6205
2335,7203
2335,1973
2335,7037
2335,22948
2335,81
2335,8301
2335,3837
2335,1072
2335,7153
2335,10574
2335,6204
2335,1213
2335,1994
2335,6136
2335,2318
2335,10644
2335,6227
2335,823
2335,8570
2335,983
2335,23020
2335,1650
2335,1153
2335,1982
2335,1666
2335,1785
2335,6636
2335,292
2335,11004
2335,8761
2335,10642
2335,10915
2335,1211
2335,11331
2335,26986
2335,2885
2335,4001
2335,3315
2335,9184
2335,4176
2335,6210
2335,10594
2335,6191
2335,3376
2335,5591
2335,6206
2335,6134
2335,6188
2335,3326
2335,10097
2335,8880
2335,9775
2335,3189
2335,3181
2335,142
2335,2058
2335,6208
2335,4000
2335,5901
2335,6421
2335,3183
2335,7314
2335,7316
2335,6632
2335,1615
2335,203068
2335,6193
2335,7415
2335,5725
2335,1965
2335,6194
2335,10128
2335,3178
2335,6234
2335,6633
2335,1655
2335,10146
2335,8661
2335,3184
2335,3191
23495,7186
958,7186
23411,2475
27429,203068
27429,84617
27429,7431
27429,8854
27429,3028
27429,27429
27429,203068
27429,3028
27429,7431
6628,6634
6628,57819
6628,51691
6628,1207
6632,7307
6632,27258
6632,1207
6633,6636
6633,57819
6633,11157
6633,1207
6634,6628
6634,27258
6634,51690
6634,1207
6635,6636
6636,6633
6636,6635
6636,6637
6636,6627
6636,51593
6636,23658
6636,11157
6636,51690
6636,1207
6637,6636
6637,27258
6625,10523
6625,10419
6625,6733
6631,11325
6631,55109
6631,79084
6631,3184
7132,8737
7132,7186
3098,7416
7416,3098
6829,6827
6829,6827
6300,5608
58517,26121
58517,9092
6627,6636
10291,8175
10291,10946
10291,11325
10291,79084
8175,10291
10946,10291
10946,10419
23451,51639
23451,5356
23451,79753
10992,10262
10992,7307
10992,3183
10992,10594
10992,23020
10992,57819
10992,27258
10992,9129
10992,56949
10992,10569
10992,9939
10992,9984
23450,9343
23450,3315
10262,10992
10262,10523
10262,6431
10262,10594
10262,9343
10262,10286
10262,11325
10262,79084
10262,3184
51639,23451
84844,26121
1665,10181
1665,57794
1665,11325
1665,79576
10285,9129
11338,7307
11338,10523
11338,55749
11338,57794
11338,9129
11338,3190
11338,3184
11338,10657
7307,6632
7307,10992
7307,11338
7307,10523
7307,9128
7307,27339
7307,4236
7307,6427
7307,79576
7307,26986
7307,6732
7307,6733
10523,6625
10523,10262
10523,11338
10523,7307
10523,55749
10523,9092
10523,79753
10523,55109
10523,3189
9184,7756
9184,79576
55749,11338
55749,10523
55749,3190
10181,1665
10181,51691
10181,27339
10181,79084
57794,1665
57794,11338
1994,1994
1994,3190
1994,5725
51593,6636
51593,3190
6428,6427
6431,10262
23524,24148
23524,79753
3178,3189
3183,10992
3183,3183
3183,3184
22916,4686
4686,22916
10594,10992
10594,10262
10594,27339
10594,10286
10594,10569
23020,10992
23020,23020
23020,51691
9343,23450
9343,10262
9343,51691
9343,3550
9343,3315
24148,23524
24148,26121
24148,3550
57819,6628
57819,6633
57819,10992
57819,27258
57819,11157
57819,51690
57819,51691
57819,1207
27258,6632
27258,6634
27258,6637
27258,10992
27258,57819
27258,51690
27258,51691
27258,8563
27258,79084
27258,1207
25804,51690
23658,6636
23658,11157
23658,51690
11157,6633
11157,6636
11157,57819
11157,23658
11157,51690
11157,1207
51690,6634
51690,6636
51690,57819
51690,27258
51690,25804
51690,23658
51690,11157
51691,6628
51691,10181
51691,23020
51691,9343
51691,57819
51691,27258
9129,10992
9129,10285
9129,11338
9129,9129
9129,56259
9129,79753
9129,4236
9129,10569
9129,79576
9128,7307
26121,58517
26121,84844
26121,24148
4809,22938
9092,58517
9092,10523
9092,22938
9092,4236
9092,59286
27339,7307
27339,10181
27339,10594
27339,10286
27339,3315
27339,51362
27339,11325
988,10286
10286,10262
10286,10594
10286,27339
10286,988
5356,23451
51503,56259
56259,9129
56259,51503
56259,22938
56259,8896
56259,3550
56259,3190
56259,6733
55696,9716
56949,10992
56949,57461
56949,22938
56949,10450
56949,3550
57461,56949
57461,57461
22938,4809
22938,9092
22938,56259
22938,56949
22938,79753
22938,4236
10450,56949
9716,55696
9716,79084
8896,56259
79753,23451
79753,10523
79753,23524
79753,9129
79753,22938
79753,4236
79753,3550
79753,6733
4236,7307
4236,9129
4236,9092
4236,22938
4236,79753
4236,3550
4236,3315
3550,9343
3550,24148
3550,56259
3550,56949
3550,79753
3550,4236
3550,3550
3550,9984
3315,23450
3315,9343
3315,27339
3315,4236
3315,3315
59286,9092
51428,79576
51362,27339
10569,10992
10569,10594
10569,9129
10569,9532
4116,9939
9939,10992
9939,4116
9984,10992
9984,3550
9984,9984
9984,8563
9984,79084
8563,27258
8563,9984
7756,9184
7756,79084
11325,6631
11325,10291
11325,10262
11325,1665
11325,27339
6427,7307
6427,6428
6427,6427
1655,3190
1655,3189
1655,10657
3192,3184
3192,3189
3190,11338
3190,55749
3190,1994
3190,51593
3190,56259
3190,1655
3190,3190
3190,1153
3190,3184
3190,26986
3190,10657
1153,3190
1153,10657
55109,6631
55109,10523
55109,55109
10419,6625
10419,10946
10419,10419
10419,79084
10419,1207
79084,6631
79084,10291
79084,10262
79084,10181
79084,27258
79084,9716
79084,9984
79084,7756
79084,10419
79084,9532
1207,6628
1207,6632
1207,6633
1207,6634
1207,6636
1207,57819
1207,27258
1207,11157
1207,10419
3184,6631
3184,10262
3184,11338
3184,3183
3184,3192
3184,3190
3184,3189
3184,5725
3189,10523
3189,3178
3189,1655
3189,3192
3189,3184
3189,3189
9532,10569
9532,79084
9532,9532
79576,1665
79576,7307
79576,9184
79576,9129
79576,51428
79576,79576
26986,7307
26986,3190
5725,1994
5725,3184
10657,11338
10657,1655
10657,3190
10657,1153
10657,10657
6732,7307
6733,6625
6733,7307
6733,56259
6733,79753
8175,10291
10946,10291
10262,10992
7307,10992
10594,10992
56949,10992
10569,10992
10992,10262
10594,10262
9343,10262
10286,10262
10181,1665
57794,1665
9129,10285
10523,11338
9129,11338
1665,57794
11338,57794
10992,10594
10286,10594
10569,10594
23020,23020
3315,9343
26121,24148
3550,24148
10992,9129
10285,9129
9129,9129
10569,9129
10181,27339
10594,27339
10286,27339
51362,27339
10262,10286
10594,10286
56949,57461
9092,22938
56259,22938
56949,22938
79753,22938
56949,10450
9129,4236
3550,4236
9343,3550
24148,3550
56949,3550
79753,3550
3550,3550
10992,10569
10594,10569
9129,10569
7307,79576
9129,79576
51428,79576
6452,8658
6452,80351
80351,6452
4688,2770
4688,2773
4688,4689
2770,4688
8517,596
1029,1019
1019,1029
3091,7428
7428,3091
10135,4535
10135,2512
10135,135
10135,4535
10135,2512
4535,10135
2512,10135
999,81
999,1499
999,3329
999,5434
999,4000
999,37
999,3875
991,4085
57580,2475
57580,2475
2475,57580
58528,55004
64852,29894
1191,598
8626,2318
8626,9632
8626,7415
8626,2
8626,8626
8626,11052
8626,3852
8626,10498
8626,3191
8626,10694
8626,3190
8626,286887
8626,84790
8626,220988
8626,26019
8626,1062
8626,6294
8626,6136
8626,3326
8626,3190
3190,8626
6760,7088
6760,3065
6760,8726
6760,23512
6760,7088
7088,6760
4085,8379
4085,991
4085,8379
6760,3065
3065,7088
7088,3065
54820,5048
5048,54820
22933,991
1080,10869
991,10013
991,7283
9128,6426
3433,6160
3433,6176
3433,6632
3433,203068
3433,6633
3433,6635
3433,6636
3433,3184
3433,6634
3433,3181
3433,6628
3433,6627
3433,6625
3433,26986
3433,8761
3433,3178
3433,3191
3433,6631
3433,8531
5058,572
572,596
255738,23621
255738,23621
1387,3949
207,677
9261,677
1432,677
2033,3091
2033,3091
8517,7316
23118,7316
10181,1665
10181,27339
10181,10594
10181,23020
1665,10181
27339,10181
10181,1665
10181,27339
10181,11338
11338,10181
1019,2305
1019,990
1019,2735
1019,7593
1019,7884
1019,55339
5604,5604
5604,7534
6688,2625
991,701
991,4085
23291,8454
867,5979
2885,867
2885,5979
867,2885
165918,9320
9113,10413
9113,10413
26524,10413
207,57580
57580,207
7316,3093
7316,9146
3065,10362
3065,23028
3065,3065
3065,5931
3065,8099
3065,9112
3065,9219
3065,8819
23028,3065
23028,10362
8878,7316
7132,8737
7132,7186
2885,1785
2885,613
2885,63916
2885,1759
2885,79084
2885,112574
2885,7456
2885,867
2885,7534
2885,6464
2885,50807
2885,868
2885,79834
2885,10657
2885,292
2885,5520
2885,140885
2885,28964
2885,6655
2885,9846
2885,8874
2885,5499
2885,1445
2885,5795
2885,10617
2885,94134
2885,5930
2885,3667
2885,9146
2885,293
2885,4301
2885,5782
2885,58513
2885,10642
2885,5536
5536,3326
5536,10575
5536,11140
5536,11140
4543,2770
4544,2770
4543,59345
4543,2773
4543,2770
4543,5879
4543,821
4543,811
4543,10130
4543,55161
7415,7415
867,6464
867,2885
2885,6464
8850,3009
23411,23512
23411,8726
1789,23411
1789,23512
1789,8726
2885,867
6732,10594
6732,7153
6732,3183
4170,4170
4867,22897
27130,22897
27130,1642
83860,3837
2932,5970
2932,10522
1432,7248
2932,4296
7248,1432
2932,9826
2932,10522
54708,54708
54708,51024
54708,10059
6737,7316
7186,7334
8767,7316
84861,5347
5347,84861
5347,9903
5347,8453
9903,5347
5347,701
50855,7283
29979,56893
56893,29979
23532,8453
23532,8338
23532,8290
4843,7534
4843,5518
4843,6520
4843,292
4843,216
4843,488
4843,3329
4843,7266
4843,3326
4843,3308
4843,3315
4843,3837
4843,3875
4843,5250
4843,4869
4843,5591
4843,5702
4843,5704
4843,5705
4843,5683
4843,5684
4843,5686
4843,5687
4843,5688
4843,5717
4843,5713
4843,5709
4843,9861
4843,5714
4843,6160
4843,3178
4843,6218
4843,6222
4843,6188
4843,6191
4843,6628
4843,10856
4843,6742
4843,6950
4843,10576
4843,10575
4843,22948
4843,7203
4843,10574
4843,10694
4843,7415
4843,2195
4843,1207
4843,9532
4843,23405
4843,3959
4843,5537
4843,84617
4843,51377
4843,55352
4843,200933
4843,3310
4843,4843
4843,5685
4843,51495
4843,5725
4843,6737
4843,6634
200933,4843
4843,200933
7337,7316
65266,8452
10603,2064
8651,2064
3717,2065
25,2064
25,2065
2064,2268
2064,1123
2064,2241
2241,2065
2064,5921
5921,2065
2064,3716
2064,6464
2065,6464
2064,3667
2064,4145
2064,6850
2065,6850
2064,660
2065,3718
2064,7410
2065,7410
2064,2885
2064,6452
2064,3702
2065,3702
2064,2886
2065,2886
2064,6830
2064,116449
2064,29760
2064,7409
2065,7409
2064,1796
2064,10045
2064,84174
2064,1154
10910,23239
1499,999
991,4085
4085,4085
4085,4085
29108,8878
29108,5899
1785,2885
5795,5795
79176,8454
4734,79176
23327,79176
57520,79176
11060,79176
7336,7334
4092,8554
4092,27107
4092,7270
4092,51523
4092,83595
4092,57496
4092,8458
4093,8665
4093,9839
4093,23451
4093,2512
4093,1583
4093,6625
4093,4245
4093,5256
4093,5714
4093,55769
4093,4299
4093,23173
4093,3646
4093,6711
4093,667
4093,5069
4093,8761
4093,23650
4093,9320
4093,4087
4093,9662
4093,1877
4093,51523
4093,57492
4093,51676
4093,10048
4093,7266
4093,5318
4093,64333
4093,6904
81620,51053
8318,55388
4171,55388
4175,55388
988,55388
4175,4175
990,55388
4176,55388
4176,4171
990,4171
1029,1019
8900,4175
51053,1029
4093,81570
4093,56652
4093,57134
4093,11177
4093,56893
4093,9070
4093,4041
4093,29979
4093,23592
51053,4175
990,1029
1019,4171
988,1029
8318,1029
1029,4171
55388,1029
81620,988
81620,990
6498,9611
6498,8554
6498,6625
6498,5792
6498,7329
6498,1982
6498,4035
6498,1107
6498,5069
6498,6996
6498,4087
6498,51523
6498,26525
6498,11124
6498,8458
6498,23499
6498,22906
5499,7991
5499,64434
5499,81930
5499,54843
4087,5717
4087,9839
4087,23557
4087,1583
4087,6625
4087,6498
4087,6256
4087,5518
4087,5714
4087,4301
4087,6208
4087,6764
4087,10657
4087,5069
4087,10956
4087,23054
4087,3837
4087,22976
4087,81704
4087,1387
4087,10987
4087,55599
4087,23327
4087,10048
4087,7266
4087,1778
4087,11177
4087,1154
4087,29882
4090,5717
4090,23451
4090,6625
4090,6421
4090,11338
4090,4734
4090,5782
4090,51523
4090,6262
4090,11284
4090,83595
10188,10188
26994,11060
26994,10254
26994,6625
26994,7316
26994,7128
26994,8078
26994,4734
26994,7334
26994,7322
26994,2074
26994,10241
26994,868
26994,10318
26994,8887
26994,165918
26994,23327
26994,56893
26994,54476
26994,8517
596,4194
4194,596
331,7321
8517,545
1025,1025
891,983
890,983
22818,54658
8290,6872
8290,23468
8290,6872
8290,6873
8290,83860
8290,51616
8290,6882
83860,8290
8850,10629
8850,6871
8850,8464
26523,23405
26523,6895
26523,26986
26523,29883
79444,331
331,79444
2475,64223
331,3635
8767,331
8290,83860
8290,326
8290,5253
8290,23133
3635,331
8290,83860
8290,51147
51455,5429
10419,79084
10419,10419
5371,5371
7187,9342
7187,10342
7187,4661
7187,57506
9846,2011
2011,9846
1994,5578
5578,1994
5580,1994
5581,1994
6688,3659
3192,3575
5725,3575
220988,3575
7150,3575
11338,3575
29894,3575
3191,3575
1655,3575
3189,3575
7307,3575
10670,3575
10291,3575
1994,3575
10436,3575
23451,3575
10146,3575
3184,3575
6625,3575
6727,3575
26986,3575
6632,3575
6634,3575
6633,3575
6636,3575
6628,3575
8531,3575
6635,3575
6128,3575
6294,3575
6141,3575
6637,3575
6428,3575
6160,3575
1153,3575
8761,3575
6159,3575
3183,3575
5757,3575
6188,3575
10910,5347
5347,10910
10910,5347
10910,79003
84142,29086
898,990
890,990
891,990
983,990
4292,5395
4292,373
4292,5887
4292,726
4292,1508
4292,5608
4292,10397
4292,10444
4292,71
4292,302
4292,8878
4292,1938
4292,8714
4292,226
4292,445
4292,1152
4292,2950
4292,55331
4292,29927
4292,71
4292,1508
4292,302
302,4292
71,4292
1508,4292
818,2902
818,2904
5578,2902
5578,2904
2475,64223
2033,10013
2033,3065
7021,8089
7021,8089
8089,7021
7021,8089
904,1025
3065,1871
5896,9656
9656,5896
9656,996
2033,7428
7428,2033
23522,8290
7994,8290
7994,8290
7994,8290
51435,331
51435,331
331,51435
2915,6477
2915,6477
23405,10241
84464,2072
84464,2067
9025,7334
1025,904
1025,905
5594,4155
5601,2002
5594,2002
8651,25
3676,1213
3676,5591
3676,10383
3676,1655
3676,71
3676,3326
3676,8570
3676,3181
3676,7431
3676,3329
3676,6188
3676,9184
3676,1938
3676,26986
3676,84790
3676,3189
3676,983
3676,6222
3676,8301
3676,3315
3676,54888
3676,3190
3676,5725
3676,3191
3676,6191
3676,6208
3676,10642
3676,823
3676,5901
3676,10594
3676,1982
3676,142
3676,7314
3676,7316
3676,8345
3676,10915
3676,2885
3676,3192
3676,6633
3676,23020
3676,6223
3676,8021
3676,301
3676,7534
3676,3178
3676,8290
3676,3183
3676,2058
3676,3184
3676,5216
3676,10644
3676,6421
3676,1211
3676,11331
3676,1785
3676,81
3676,6203
3676,1778
3676,128866
3676,4000
3676,8335
3676,8334
3676,5880
3676,10128
3676,6193
3676,6141
3676,10574
3676,6205
3676,6227
3676,10575
3676,8880
3676,27243
3676,6136
3676,6217
3676,867
3676,6194
3676,10694
3676,292
3676,3376
3676,6850
3676,7153
3676,6210
3676,4282
3676,6234
3676,1072
3676,4176
3676,5689
3676,7415
3676,6147
3676,10576
3676,79869
3676,5688
3676,27258
3676,3028
3676,6230
3676,7266
3676,6632
3676,1965
3676,6636
3676,9045
3676,6390
3676,6139
3676,9343
3676,1653
3676,1977
3676,8761
3676,1666
3676,4733
3676,6187
3676,6950
3676,9632
3676,6134
3676,10146
3676,3837
3676,8661
3676,6157
3676,220988
3676,1175
3676,7203
3676,3858
3676,6723
3676,9775
3676,5687
3676,3676
3676,5518
3676,22948
3676,302
3676,6627
3676,3875
3676,23165
3676,1973
3676,4869
3676,1173
3676,1665
3676,2950
3676,9688
3676,5499
3676,1615
3676,7037
3676,7175
3676,11235
3676,7514
3676,5694
3676,4809
3676,5878
3676,4175
3676,5879
3676,7417
3676,5684
3676,4627
3676,4001
3676,10935
3676,3646
3676,6634
3676,372
3676,1314
3676,832
3676,440
3676,23511
3676,6201
3676,6218
3676,5709
3676,103910
3676,7298
3676,3099
3676,6144
3676,5515
3676,5516
3676,10726
3676,1104
3676,8775
3676,54205
3676,6625
3676,4635
3676,9361
3676,85439
3676,3009
3676,3945
3676,7150
3676,23225
3676,7280
3676,347733
3676,4191
3676,5160
3676,4171
3676,11325
3676,9521
3676,7414
3676,4301
3676,5912
3676,375
3676,377
3676,5690
3676,226
3676,6204
3676,10093
3676,9040
3676,22919
3676,84545
3676,59286
3676,3146
3676,16
3676,51639
6711,286
6711,7168
6711,7046
7046,6711
7046,286
7046,7168
4087,7046
6711,4087
7046,4087
358,4188
3612,3612
5635,5635
84245,84245
1468,4188
23451,6147
23451,6142
23451,6134
23451,6187
9320,55553
9320,7321
25820,25820
4734,6337
79577,1788
79577,1789
51305,1315
51053,991
51053,999
1445,10657
1445,10657
1445,10657
81858,7132
8517,8737
8517,7316
5347,991
991,5347
5347,991
991,4085
991,701
991,9184
991,996
5595,2002
23295,3308
3308,23295
575,575
575,260425
575,10207
575,8825
1789,5437
1789,5432
1789,123169
1789,79577
1788,5437
1788,5432
1788,123169
1788,79577
207,2932
1499,867
867,1499
867,867
867,1499
2033,6231
59286,9092
5886,7337
5757,5901
5757,1104
5757,3837
5757,1019
5757,983
5757,891
1796,613
1796,25
613,1796
25,1796
613,1796
25,1796
613,3308
613,3329
25,3308
25,3329
26994,8078
26994,1173
26994,1175
26994,7334
26994,7336
26994,5707
26994,5709
26994,5711
26994,9861
26994,5713
26994,5714
26994,5716
26994,5717
5743,5740
5742,5740
154,2783
154,59345
154,2773
154,7314
154,9351
154,2783
154,59345
154,2778
154,55970
154,7415
154,55666
154,821
154,29927
154,488
154,71
154,808
154,3329
154,1737
154,11160
154,3192
154,3858
154,3852
154,10128
154,476
154,23225
154,5591
154,7417
154,11331
154,5160
154,6185
154,85366
154,292
154,55161
154,203068
154,7280
154,7316
154,1829
154,2109
154,1938
154,1973
154,2639
154,3181
154,3190
154,51144
154,3295
154,3418
154,3421
154,3420
154,3837
154,4001
154,3107
154,64087
154,9361
154,483
154,4698
154,4720
154,9688
154,4942
154,5445
154,10130
154,5832
154,22931
154,5903
154,5901
154,6176
154,6193
154,6472
154,10558
154,1432
154,6510
154,1468
154,8402
154,5250
154,293
154,7037
154,7184
51528,154
991,891
51529,11065
991,4085
701,4085
701,991
701,9184
331,8767
331,8767
331,7323
8517,7316
23118,7316
1796,5921
3717,3717
867,7323
7316,7345
51592,7329
4087,51592
10174,6855
1441,2932
2932,1441
51257,1080
207,598
6722,4790
6722,6722
4779,4779
4779,4097
9935,9935
9935,8061
4097,4097
4097,55509
55509,4097
55509,55509
55509,3725
55509,1628
55509,1053
8061,3725
3725,55509
3725,8061
1628,55509
1388,1388
1388,7494
7494,1388
7494,7494
1053,55509
1053,8061
1053,3725
1053,1053
1080,7415
7337,5774
9212,11335
1796,5921
9688,23636
23636,9688
983,891
5468,9611
9611,5468
92,3624
94,3624
93,3624
90,3624
94,7046
90,92
7046,94
92,90
6478,6478
6478,7323
330,330
330,7322
2740,1173
2740,51107
2740,23066
2740,975
2740,64834
2740,10961
2740,2222
2740,2861
2740,1173
2740,51107
2740,23066
2740,975
2740,64834
2740,10961
2740,2222
2740,2861
51009,79139
51009,7415
51009,10956
57531,5879
65018,7431
9804,65018
2033,3091
54472,7316
54472,7316
10297,1499
10628,11319
11319,10628
10628,11319
10628,11319
10273,7323
3920,3920
3920,3091
10392,5688
5688,10392
3661,10522
10241,8878
1278,5154
1281,5154
1289,5154
1291,5154
207,207
4281,4281
10193,10193
10668,5192
6477,6477
5371,5371
84108,6045
5192,5192
151636,114088
84759,6045
7726,7726
373,373
84108,5192
55743,114088
7994,5371
207,572
5058,572
572,598
572,7534
2932,1499
2932,4040
4040,2932
10844,10426
8878,5584
8878,8878
8878,4077
4215,5607
5584,50855
4170,5366
4790,4790
4790,5970
4790,4790
4790,5970
7421,6256
3725,2033
5684,5687
8626,4790
6662,6662
7068,7068
7068,6256
3725,9611
7421,6256
7421,6256
5914,6256
7068,6256
2033,3725
80152,10987
10987,80152
10987,80152
10987,2873
10987,80152
2873,10987
10987,2873
3604,7186
2002,2002
5468,6256
493829,7334
1215,3553
7068,7068
7068,6256
5970,10419
10419,5970
3661,3661
7098,6850
6850,7187
148022,6850
10938,64145
959,958
959,7186
959,330
63943,7316
8454,23450
8454,23066
23450,8454
8453,23450
8452,23450
8451,23450
7316,613
7316,25
7316,613
7316,25
2885,25
1499,25
25,1499
90,657
90,90
657,657
657,90
8878,8878
3659,867
64834,51144
64834,9524
11145,5518
11145,5518
11145,5518
5518,11145
5518,5515
4067,3553
5465,6256
8507,8507
5970,4790
5970,2033
4218,10938
4218,30845
983,8878
891,8878
983,8878
983,8878
8878,5580
8878,5594
983,891
6722,6722
6722,2002
5414,331
331,5414
843,8780
4005,5970
3661,6449
8481,5347
5371,5684
5602,5970
1029,10522
1029,23424
29950,80854
7534,51776
9252,51776
8517,3875
1029,3192
1244,4790
1650,9295
1982,6118
10495,10383
445,445
5567,6194
8573,7477
8649,28956
83549,83549
8573,1025
26271,7170
51107,7088
55755,7257
6648,6648
2033,9500
2033,3875
988,3875
2346,6188
2938,27258
2033,55154
1315,3115
4893,5863
8883,6721
10856,10856
24144,51399
64581,3329
64581,10048
116519,6602
51303,5970
10446,58158
55540,9252
147372,6478
51162,6602
1855,5684
1855,6494
8443,2827
5688,7415
51107,7066
26523,5970
26523,10657
80712,10131
3476,5515
3476,6284
1164,2885
5567,6157
50808,1613
445,3717
445,4502
2214,7597
3190,10657
8881,3094
4000,4001
8573,1845
8573,3606
8573,10769
55755,5092
55755,22919
2889,6574
2938,5516
2938,84268
6934,7329
9826,387
7128,7534
7128,10318
10767,7327
5900,22800
55624,10472
55624,55553
1031,5515
1031,23643
4752,64802
1025,6596
7170,10131
216,25913
2157,29979
1244,4790
1244,29979
2033,2548
2033,4087
2033,7066
2033,7186
2033,26234
2033,29950
2033,29979
2033,57047
4627,5515
988,2888
988,4005
988,6602
4794,5970
3326,6449
998,8780
998,11135
1432,9261
6208,55161
54583,3845
3875,6602
3875,25913
5901,5903
6426,7307
51147,4487
1315,2885
1315,3397
1315,11213
1315,27023
1315,29950
27258,51691
26574,23327
51523,7421
3117,8517
1616,7187
1191,5601
1191,5932
132,11153
29851,11197
23191,222546
5704,5716
29968,5716
572,598
5684,5688
11132,5688
208,80339
84002,23492
10241,6118
5868,25777
7134,11065
387,6185
4282,27018
9184,10910
91,5567
11132,2176
2885,3190
627,50848
51513,4043
9146,8569
29992,10580
8452,7477
5594,6197
5684,6934
8517,7128
3845,5900
3576,55624
1019,1031
55143,4752
2885,10262
2885,7431
6117,7431
23118,7431
1029,3192
3845,1902
196,2033
1213,2033
10286,2033
10498,2033
25932,3326
10555,9962
22897,1432
2318,6196
5345,6745
5184,6696
6449,6696
51454,10592
8517,8887
5438,6904
3265,3875
8517,3875
330,7341
6235,7372
23647,5879
4286,10273
5436,8575
8517,11078
7534,51776
9252,51776
1211,5997
7855,5997
3845,5863
8534,4809
19,8517
226,226
226,587
113,8896
156,1969
208,6700
268,2119
218,6722
433,2746
990,3093
578,3295
330,7186
368,5045
975,3718
983,3718
572,7534
645,6160
638,7026
712,6449
699,9184
701,9184
983,7134
843,8780
208,10135
1029,2335
1029,5578
134,11267
843,11339
1153,6722
1154,2119
1154,3310
1207,6634
1234,2119
1374,1535
1459,8892
1459,9326
1573,7597
1577,2119
1635,1635
1785,2885
1822,6477
1845,4760
1959,4720
1994,2707
208,23509
64241,208
2180,4306
2335,3273
2335,5914
2335,8431
2335,9252
2642,8626
2746,3263
64241,283
2867,3480
2885,5445
2885,6655
2885,7456
2888,3480
2891,2976
2937,2937
2969,4215
2969,6300
712,29979
2998,7132
8908,2998
3178,8431
3183,6602
3219,6886
3240,8626
3263,8626
3273,7132
3275,5691
3315,3929
3315,6602
3490,5932
3556,5584
3576,6449
8738,3581
3646,4869
3661,6449
3725,5602
3801,9342
3929,5684
4329,4005
4005,5970
9371,4005
8379,4085
4306,6256
4359,5691
4363,4869
4363,7187
4535,6128
4790,4790
4790,5371
4790,5970
9276,4790
4793,5970
4869,5704
4869,5970
5062,8780
8481,5347
5371,5684
5371,6455
5371,7329
5436,7134
572,55240
5562,5565
5565,5565
8517,5584
5594,5635
5600,7867
5602,5970
9212,5684
8454,5903
5914,6256
5914,6258
9611,5914
5916,8877
8517,5932
5970,6303
5970,6625
5970,8557
6117,9252
6235,6602
6256,7421
8431,6256
6449,7132
8554,6449
6477,6477
6478,7329
9970,6634
7132,7132
7329,7329
7360,7360
7415,7534
7430,7430
8554,7534
9184,7756
8517,8517
10112,9406
10126,6344
1840,10146
6477,10188
10241,6602
10241,8517
1029,10522
1029,23424
4790,10318
5594,10318
5602,10318
6613,10318
8517,10318
2560,10392
10574,1053
1053,29968
5119,10617
10621,7327
4656,10629
2885,10657
10682,4286
5607,10746
10935,7132
2305,10956
10956,6633
10975,7472
10987,4790
1111,93183
9935,11130
11154,2969
5601,11334
7307,11338
2302,11339
11339,5916
11345,6449
